loss_train,avg_diff,avg_score,step_idx,avg_winning
0.0,0.012,0.53813,485000,0.485
0.0,0.014,0.53616,486000,0.483
0.0,0.013,0.53475,487000,0.482
0.0,0.017,0.52483,488000,0.472
0.0,0.015,0.53349,489000,0.481
0.0,0.006,0.52101,490000,0.469
0.0,0.01,0.54013,491000,0.487
0.0,0.022,0.52759,492000,0.476
0.0,0.016,0.52775,493000,0.476
0.0,0.018,0.52974,494000,0.477
0.0,0.019,0.54648,495000,0.493
0.0,0.019,0.52812,496000,0.475
0.0,0.018,0.51288,497000,0.461
0.0,0.016,0.5437,498000,0.491
0.0,0.013,0.53485,499000,0.482
