avg_score,step_idx,avg_winning,loss_train,avg_diff
0.50889,64000,0.471,0.0,0.021
0.50861,65000,0.47,0.0,0.021
0.51495,66000,0.476,0.0,0.024
0.46422,67000,0.428,0.0,0.018
0.5014,68000,0.464,0.0,0.01
0.49569,69000,0.458,0.0,0.019
0.4984,70000,0.46,0.0,0.026
0.4685,71000,0.429,0.0,0.038
0.46778,72000,0.429,0.0,0.031
0.47427,73000,0.435,0.0,0.026
0.47381,74000,0.435,0.0,0.018
0.45122,75000,0.413,0.0,0.024
0.47973,76000,0.441,0.0,0.036
0.48766,77000,0.449,0.0,0.022
0.48566,78000,0.448,0.0,0.028
0.48319,79000,0.443,0.0,0.022
0.47467,80000,0.435,0.0,0.033
0.49167,81000,0.453,0.0,0.023
0.49446,82000,0.456,0.0,0.021
0.50675,83000,0.468,0.0,0.026
0.48167,84000,0.442,0.0,0.032
0.4605,85000,0.422,0.0,0.025
0.47782,86000,0.441,0.0,0.028
0.47266,87000,0.437,0.0,0.024
0.48113,88000,0.444,0.0,0.018
0.4503,89000,0.413,0.0,0.032
0.48921,90000,0.452,0.0,0.023
0.48715,91000,0.451,0.0,0.021
0.48751,92000,0.451,0.0,0.022
0.47229,93000,0.434,0.0,0.027
0.45718,94000,0.418,0.0,0.025
0.47755,95000,0.441,0.0,0.02
0.50437,96000,0.465,0.0,0.02
0.48359,97000,0.447,0.0,0.019
0.49176,98000,0.453,0.0,0.023
0.49153,99000,0.453,0.0,0.033
0.47891,100000,0.439,0.0,0.019
0.48395,101000,0.443,0.0,0.035
0.48777,102000,0.448,0.0,0.033
0.47603,103000,0.436,0.0,0.031
0.48802,104000,0.448,0.0,0.027
0.48587,105000,0.447,0.0,0.027
0.49228,106000,0.453,0.0,0.035
0.46286,107000,0.424,0.0,0.033
0.47556,108000,0.439,0.0,0.022
0.47284,109000,0.434,0.0,0.02
0.48961,110000,0.45,0.0,0.027
0.49736,111000,0.458,0.0,0.026
0.46586,112000,0.426,0.0,0.032
0.48502,113000,0.446,0.0,0.033
0.45326,114000,0.414,0.0,0.036
0.47084,115000,0.431,0.0,0.03
0.46513,116000,0.425,0.0,0.016
0.45755,117000,0.417,0.0,0.022
0.47895,118000,0.44,0.0,0.014
0.47923,119000,0.439,0.0,0.023
0.48054,120000,0.44,0.0,0.019
0.47704,121000,0.443,0.0,0.018
0.48142,122000,0.443,0.0,0.021
0.48237,123000,0.443,0.0,0.028
0.48025,124000,0.453,0.0,0.027
0.49493,125000,0.457,0.0,0.029
0.49608,126000,0.457,0.0,0.027
0.48233,127000,0.444,0.0,0.024
0.48269,128000,0.444,0.0,0.012
0.46321,129000,0.423,0.0,0.016
0.45674,130000,0.417,0.0,0.026
0.46271,131000,0.423,0.0,0.03
0.46664,132000,0.429,0.0,0.021
0.48975,133000,0.453,0.0,0.024
0.46511,134000,0.43,0.0,0.02
0.48756,135000,0.45,0.0,0.021
0.47991,136000,0.441,0.0,0.023
0.47355,137000,0.433,0.0,0.029
0.47651,138000,0.436,0.0,0.019
0.47377,139000,0.434,0.0,0.02
0.49067,140000,0.45,0.0,0.013
0.47193,141000,0.431,0.0,0.024
0.46468,142000,0.424,0.0,0.024
0.46497,143000,0.426,0.0,0.023
0.47852,144000,0.442,0.0,0.02
0.44704,145000,0.407,0.0,0.012
0.46224,146000,0.421,0.0,0.018
0.46379,147000,0.423,0.0,0.016
0.46691,148000,0.425,0.0,0.027
0.48486,149000,0.442,0.0,0.019
0.48833,150000,0.447,0.0,0.017
0.48971,151000,0.447,0.0,0.021
0.4995,152000,0.457,0.0,0.015
0.48898,153000,0.447,0.0,0.018
0.4844,154000,0.442,0.0,0.026
0.4931,155000,0.451,0.0,0.028
0.48982,156000,0.447,0.0,0.029
0.50117,157000,0.459,0.0,0.018
0.5071,158000,0.463,0.0,0.012
0.47007,159000,0.427,0.0,0.035
0.48403,160000,0.441,0.0,0.027
0.48227,161000,0.439,0.0,0.023
0.4967,162000,0.454,0.0,0.027
0.48281,163000,0.44,0.0,0.025
0.48918,164000,0.447,0.0,0.031
0.47559,165000,0.434,0.0,0.031
0.47752,166000,0.439,0.0,0.022
0.47401,167000,0.433,0.0,0.027
0.49087,168000,0.448,0.0,0.028
0.50587,169000,0.463,0.0,0.032
0.49456,170000,0.453,0.0,0.02
0.49738,171000,0.455,0.0,0.026
0.50766,172000,0.466,0.0,0.018
0.48696,173000,0.447,0.0,0.019
0.48162,174000,0.442,0.0,0.018
0.47802,175000,0.438,0.0,0.015
0.48866,176000,0.446,0.0,0.023
0.50439,177000,0.463,0.0,0.023
0.50551,178000,0.466,0.0,0.016
0.50649,179000,0.464,0.0,0.012
0.48256,180000,0.44,0.0,0.025
0.48526,181000,0.442,0.0,0.022
0.49871,182000,0.455,0.0,0.022
0.51395,183000,0.47,0.0,0.028
0.47364,184000,0.43,0.0,0.022
0.48563,185000,0.442,0.0,0.021
0.49882,186000,0.456,0.0,0.012
0.51494,187000,0.471,0.0,0.013
0.50419,188000,0.46,0.0,0.005
0.50483,189000,0.461,0.0,0.012
0.50147,190000,0.457,0.0,0.017
0.49713,191000,0.453,0.0,0.022
0.47716,192000,0.434,0.0,0.011
0.49537,193000,0.452,0.0,0.022
0.49876,194000,0.455,0.0,0.013
0.49713,195000,0.453,0.0,0.021
0.50239,196000,0.459,0.0,0.022
0.50253,197000,0.459,0.0,0.023
0.50004,198000,0.457,0.0,0.027
0.50156,199000,0.457,0.0,0.016
0.46742,200000,0.425,0.0,0.019
0.49206,201000,0.449,0.0,0.014
0.50044,202000,0.457,0.0,0.017
0.48617,203000,0.443,0.0,0.011
0.49348,204000,0.45,0.0,0.03
0.48123,205000,0.439,0.0,0.024
0.50107,206000,0.458,0.0,0.025
0.50354,207000,0.46,0.0,0.025
0.51142,208000,0.469,0.0,0.021
0.4944,209000,0.451,0.0,0.014
0.47948,210000,0.436,0.0,0.023
0.50021,211000,0.457,0.0,0.022
0.47427,212000,0.439,0.0,0.029
0.50268,213000,0.458,0.0,0.028
0.47985,214000,0.436,0.0,0.016
0.48325,215000,0.439,0.0,0.022
0.48894,216000,0.445,0.0,0.01
0.49794,217000,0.454,0.0,0.013
0.48298,218000,0.439,0.0,0.02
0.49714,219000,0.453,0.0,0.018
0.50542,220000,0.462,0.0,0.017
0.48607,221000,0.443,0.0,0.022
0.50176,222000,0.457,0.0,0.024
0.507,223000,0.464,0.0,0.021
0.48242,224000,0.439,0.0,0.02
0.50344,225000,0.46,0.0,0.019
0.49325,226000,0.45,0.0,0.033
0.49,227000,0.446,0.0,0.026
0.47274,228000,0.429,0.0,0.022
0.5196,229000,0.476,0.0,0.016
0.50505,230000,0.461,0.0,0.03
0.4918,231000,0.448,0.0,0.027
0.51395,232000,0.47,0.0,0.019
0.45526,233000,0.413,0.0,0.021
0.4579,234000,0.415,0.0,0.029
0.47504,235000,0.434,0.0,0.024
0.4937,236000,0.451,0.0,0.022
0.49337,237000,0.45,0.0,0.034
0.49726,238000,0.453,0.0,0.032
0.4781,239000,0.434,0.0,0.025
0.50343,240000,0.459,0.0,0.023
0.47694,241000,0.434,0.0,0.017
0.50485,242000,0.461,0.0,0.021
0.46782,243000,0.424,0.0,0.024
0.47702,244000,0.438,0.0,0.019
0.49149,245000,0.457,0.0,0.026
0.49323,246000,0.453,0.0,0.018
0.51464,247000,0.473,0.0,0.024
0.49445,248000,0.456,0.0,0.024
0.49981,249000,0.46,0.0,0.024
0.50404,250000,0.463,0.0,0.017
0.49065,251000,0.449,0.0,0.018
0.46981,252000,0.428,0.0,0.013
0.49705,253000,0.455,0.0,0.027
0.50969,254000,0.47,0.0,0.02
0.4837,255000,0.442,0.0,0.026
0.48696,256000,0.445,0.0,0.011
0.49803,257000,0.457,0.0,0.026
0.47633,258000,0.434,0.0,0.011
0.49405,259000,0.451,0.0,0.024
0.50091,260000,0.458,0.0,0.025
0.50012,261000,0.458,0.0,0.01
0.49938,262000,0.46,0.0,0.017
0.49899,263000,0.457,0.0,0.023
0.49853,264000,0.456,0.0,0.021
0.49915,265000,0.457,0.0,0.018
0.49687,266000,0.455,0.0,0.024
0.48455,267000,0.442,0.0,0.016
0.48114,268000,0.438,0.0,0.02
0.49142,269000,0.448,0.0,0.019
0.49424,270000,0.451,0.0,0.022
0.47818,271000,0.438,0.0,0.018
0.49895,272000,0.456,0.0,0.026
0.48781,273000,0.449,0.0,0.02
0.48813,274000,0.447,0.0,0.023
0.50118,275000,0.458,0.0,0.029
0.48374,276000,0.443,0.0,0.015
0.50866,277000,0.466,0.0,0.025
0.49525,278000,0.453,0.0,0.024
0.51911,279000,0.477,0.0,0.027
0.5073,280000,0.465,0.0,0.024
0.49255,281000,0.451,0.0,0.027
0.48117,282000,0.439,0.0,0.018
0.49538,283000,0.455,0.0,0.015
0.51414,284000,0.472,0.0,0.017
0.48548,285000,0.447,0.0,0.02
0.50247,286000,0.464,0.0,0.021
0.50341,287000,0.461,0.0,0.028
0.51083,288000,0.469,0.0,0.015
0.49939,289000,0.456,0.0,0.017
0.50389,290000,0.462,0.0,0.021
0.48678,291000,0.443,0.0,0.013
0.48482,292000,0.445,0.0,0.019
0.49657,293000,0.454,0.0,0.022
0.49871,294000,0.456,0.0,0.023
0.48947,295000,0.447,0.0,0.019
0.48706,296000,0.445,0.0,0.017
0.48479,297000,0.442,0.0,0.023
0.51465,298000,0.472,0.0,0.015
0.50719,299000,0.464,0.0,0.021
0.4881,300000,0.445,0.0,0.023
0.45691,301000,0.415,0.0,0.026
0.48125,302000,0.439,0.0,0.02
0.48746,303000,0.446,0.0,0.029
0.49648,304000,0.454,0.0,0.029
0.50407,305000,0.461,0.0,0.018
0.46868,306000,0.426,0.0,0.031
0.47947,307000,0.437,0.0,0.015
0.50012,308000,0.457,0.0,0.015
0.50716,309000,0.464,0.0,0.022
0.49227,310000,0.449,0.0,0.018
0.48372,311000,0.442,0.0,0.021
0.45498,312000,0.414,0.0,0.026
0.47088,313000,0.43,0.0,0.026
0.48446,314000,0.443,0.0,0.032
0.48705,315000,0.447,0.0,0.023
0.49465,316000,0.454,0.0,0.021
0.48264,317000,0.441,0.0,0.019
0.48265,318000,0.441,0.0,0.029
0.50578,319000,0.463,0.0,0.024
0.4916,320000,0.448,0.0,0.02
0.51351,321000,0.471,0.0,0.025
0.48193,322000,0.441,0.0,0.019
0.47606,323000,0.434,0.0,0.021
0.48783,324000,0.446,0.0,0.022
0.47075,325000,0.429,0.0,0.025
0.47692,326000,0.435,0.0,0.021
0.48026,327000,0.439,0.0,0.02
0.48349,328000,0.443,0.0,0.014
0.48138,329000,0.442,0.0,0.02
0.4837,330000,0.442,0.0,0.025
0.47685,331000,0.435,0.0,0.03
0.46097,332000,0.42,0.0,0.04
0.45746,333000,0.416,0.0,0.028
0.4994,334000,0.458,0.0,0.022
0.4671,335000,0.425,0.0,0.025
0.46908,336000,0.428,0.0,0.029
0.48304,337000,0.442,0.0,0.027
0.4655,338000,0.424,0.0,0.04
0.46163,339000,0.421,0.0,0.017
0.45821,340000,0.417,0.0,0.02
0.46548,341000,0.424,0.0,0.02
0.45225,342000,0.411,0.0,0.03
0.46767,343000,0.43,0.0,0.017
0.46395,344000,0.423,0.0,0.02
0.44687,345000,0.406,0.0,0.026
0.45352,346000,0.412,0.0,0.033
0.4721,347000,0.431,0.0,0.017
0.47471,348000,0.434,0.0,0.019
0.47212,349000,0.432,0.0,0.021
0.46754,350000,0.427,0.0,0.02
0.4752,351000,0.435,0.0,0.027
0.49124,352000,0.455,0.0,0.017
0.48112,353000,0.443,0.0,0.027
0.46245,354000,0.424,0.0,0.031
0.46924,355000,0.432,0.0,0.022
0.46206,356000,0.422,0.0,0.032
0.47734,357000,0.437,0.0,0.016
0.47373,358000,0.434,0.0,0.029
0.48104,359000,0.445,0.0,0.027
0.4902,360000,0.451,0.0,0.028
0.45212,361000,0.413,0.0,0.022
0.46331,362000,0.424,0.0,0.03
0.47153,363000,0.432,0.0,0.026
0.45876,364000,0.419,0.0,0.018
0.47144,365000,0.431,0.0,0.013
0.47616,366000,0.436,0.0,0.032
0.46039,367000,0.421,0.0,0.019
0.452,368000,0.412,0.0,0.025
0.48005,369000,0.442,0.0,0.019
0.44934,370000,0.411,0.0,0.023
0.47019,371000,0.433,0.0,0.022
0.47375,372000,0.44,0.0,0.026
0.45699,373000,0.421,0.0,0.023
0.47121,374000,0.432,0.0,0.018
0.46119,375000,0.422,0.0,0.02
0.45017,376000,0.411,0.0,0.023
0.46792,377000,0.429,0.0,0.022
0.45366,378000,0.415,0.0,0.011
0.46497,379000,0.428,0.0,0.019
0.44249,380000,0.404,0.0,0.012
0.44945,381000,0.412,0.0,0.018
0.44007,382000,0.401,0.0,0.014
0.45442,383000,0.417,0.0,0.014
0.45831,384000,0.42,0.0,0.023
0.46308,385000,0.424,0.0,0.027
0.47041,386000,0.431,0.0,0.019
0.46828,387000,0.429,0.0,0.027
0.46932,388000,0.429,0.0,0.022
0.45805,389000,0.421,0.0,0.027
0.48269,390000,0.443,0.0,0.021
0.4623,391000,0.422,0.0,0.015
0.48827,392000,0.449,0.0,0.022
0.48317,393000,0.444,0.0,0.022
0.45753,394000,0.42,0.0,0.028
0.48772,395000,0.446,0.0,0.021
0.47739,396000,0.436,0.0,0.026
0.47653,397000,0.437,0.0,0.017
0.47902,398000,0.44,0.0,0.015
0.47443,399000,0.434,0.0,0.028
0.47344,400000,0.434,0.0,0.019
0.47121,401000,0.431,0.0,0.034
0.45768,402000,0.418,0.0,0.025
0.46251,403000,0.423,0.0,0.024
0.47888,404000,0.439,0.0,0.02
0.46119,405000,0.424,0.0,0.018
0.46981,406000,0.429,0.0,0.02
0.46788,407000,0.428,0.0,0.011
0.47799,408000,0.438,0.0,0.015
0.46714,409000,0.428,0.0,0.027
0.46493,410000,0.426,0.0,0.025
0.48108,411000,0.441,0.0,0.022
0.44707,412000,0.406,0.0,0.031
0.48292,413000,0.443,0.0,0.024
0.47898,414000,0.44,0.0,0.016
0.49777,415000,0.457,0.0,0.029
0.47993,416000,0.438,0.0,0.028
0.46553,417000,0.424,0.0,0.032
0.46676,418000,0.427,0.0,0.018
0.48702,419000,0.446,0.0,0.025
0.48497,420000,0.445,0.0,0.019
0.48369,421000,0.443,0.0,0.021
0.47649,422000,0.435,0.0,0.017
0.48217,423000,0.442,0.0,0.025
0.45771,424000,0.418,0.0,0.028
0.46409,425000,0.424,0.0,0.023
0.45912,426000,0.419,0.0,0.019
0.46504,427000,0.424,0.0,0.028
0.4724,428000,0.432,0.0,0.017
0.47515,429000,0.435,0.0,0.016
0.41509,430000,0.381,0.0,0.02
0.47153,431000,0.434,0.0,0.016
0.48913,432000,0.448,0.0,0.016
0.47653,433000,0.437,0.0,0.015
0.50483,434000,0.464,0.0,0.032
0.48344,435000,0.445,0.0,0.021
0.47233,436000,0.432,0.0,0.019
0.47698,437000,0.437,0.0,0.02
0.47252,438000,0.432,0.0,0.023
0.47367,439000,0.433,0.0,0.017
0.46775,440000,0.427,0.0,0.029
0.47254,441000,0.432,0.0,0.023
0.48361,442000,0.444,0.0,0.024
0.46346,443000,0.422,0.0,0.009
0.48311,444000,0.442,0.0,0.017
0.47294,445000,0.431,0.0,0.023
0.48139,446000,0.44,0.0,0.011
0.46385,447000,0.422,0.0,0.011
0.48843,448000,0.447,0.0,0.014
0.49001,449000,0.45,0.0,0.022
0.48658,450000,0.445,0.0,0.015
0.51738,451000,0.477,0.0,0.015
0.48594,452000,0.444,0.0,0.023
0.47902,453000,0.438,0.0,0.014
0.48865,454000,0.448,0.0,0.023
0.49365,455000,0.452,0.0,0.016
0.4767,456000,0.435,0.0,0.018
0.47443,457000,0.433,0.0,0.02
0.46915,458000,0.428,0.0,0.013
0.46599,459000,0.424,0.0,0.012
0.49332,460000,0.454,0.0,0.014
0.47327,461000,0.433,0.0,0.028
0.49146,462000,0.453,0.0,0.02
0.47459,463000,0.436,0.0,0.02
0.47151,464000,0.433,0.0,0.012
0.46604,465000,0.427,0.0,0.014
0.46914,466000,0.429,0.0,0.019
0.47507,467000,0.435,0.0,0.018
0.47765,468000,0.438,0.0,0.018
0.47556,469000,0.435,0.0,0.024
0.49047,470000,0.453,0.0,0.021
0.46112,471000,0.422,0.0,0.005
0.46598,472000,0.426,0.0,0.015
0.46846,473000,0.429,0.0,0.024
0.47859,474000,0.44,0.0,0.023
0.46638,475000,0.429,0.0,0.016
0.46714,476000,0.428,0.0,0.02
0.45864,477000,0.419,0.0,0.018
0.47659,478000,0.441,0.0,0.016
0.45922,479000,0.421,0.0,0.018
0.48307,480000,0.445,0.0,0.012
0.47919,481000,0.441,0.0,0.015
0.46135,482000,0.422,0.0,0.013
0.45801,483000,0.418,0.0,0.011
0.46972,484000,0.431,0.0,0.02
0.46127,485000,0.423,0.0,0.019
0.47133,486000,0.434,0.0,0.018
0.44724,487000,0.408,0.0,0.022
0.49943,488000,0.459,0.0,0.014
0.4865,489000,0.446,0.0,0.017
0.49698,490000,0.457,0.0,0.018
0.46866,491000,0.428,0.0,0.014
0.46114,492000,0.421,0.0,0.013
0.47828,493000,0.438,0.0,0.007
0.47996,494000,0.439,0.0,0.03
0.48242,495000,0.442,0.0,0.01
0.48657,496000,0.446,0.0,0.019
0.48359,497000,0.443,0.0,0.019
0.46065,498000,0.42,0.0,0.021
0.49148,499000,0.452,0.0,0.006
