avg_score,avg_score_no,avg_diff,step_idx,avg_winning,loss_train
0.46958,0.03958,0.0,485100,0.43,-0.04
0.47925,0.03925,0.01,485400,0.44,-0.078
0.504,0.039,-0.015,485700,0.465,-0.016
0.50547,0.04047,0.0,486000,0.465,-0.047
0.49001,0.04001,-0.01,486300,0.45,0.009
0.4936,0.0386,0.015,486600,0.455,-0.019
0.47356,0.03856,0.015,486900,0.435,-0.022
0.48986,0.03986,0.015,487200,0.45,-0.104
0.47406,0.03906,0.01,487500,0.435,-0.016
0.47483,0.03983,0.01,487800,0.435,-0.025
0.48304,0.03804,0.01,488100,0.445,-0.023
0.45319,0.03819,0.01,488400,0.415,-0.011
0.43929,0.03929,0.025,488700,0.4,-0.011
0.47003,0.04003,0.02,489000,0.43,-0.012
0.45022,0.04022,0.01,489300,0.41,-0.012
0.45023,0.04023,0.01,489600,0.41,-0.033
0.4792,0.0392,0.015,489900,0.44,-0.049
0.45598,0.03598,0.02,490200,0.42,-0.007
0.47314,0.03814,0.025,490500,0.435,-0.029
0.47844,0.03844,0.015,490800,0.44,0.008
0.48379,0.03879,0.01,491100,0.445,-0.024
0.47816,0.03816,0.015,491400,0.44,-0.095
0.48279,0.03779,0.0,491700,0.445,-0.017
0.48881,0.03881,0.0,492000,0.45,-0.005
0.48285,0.03785,0.005,492300,0.445,0.004
0.50395,0.03895,0.0,492600,0.465,-0.008
0.48925,0.03925,0.02,492900,0.45,-0.049
0.45865,0.03865,-0.01,493200,0.42,-0.035
0.44304,0.03804,0.0,493500,0.405,-0.058
0.47377,0.03877,-0.015,493800,0.435,-0.049
0.47804,0.03804,-0.01,494100,0.44,-0.03
0.48725,0.03725,-0.005,494400,0.45,-0.018
0.47531,0.03531,0.0,494700,0.44,-0.064
0.47129,0.03629,-0.005,495000,0.435,-0.049
0.4806,0.0356,0.01,495300,0.445,-0.072
0.45743,0.03243,0.005,495600,0.425,0.004
0.44829,0.03329,0.0,495900,0.415,0.019
0.46413,0.03413,0.0,496200,0.43,-0.013
0.4352,0.0352,0.005,496500,0.4,-0.061
0.42909,0.03409,0.015,496800,0.395,-0.028
0.44468,0.03468,0.005,497100,0.41,-0.029
0.43575,0.03575,0.02,497400,0.4,-0.014
0.44616,0.03616,0.02,497700,0.41,0.018
0.44705,0.03705,0.0,498000,0.41,-0.023
0.45558,0.03558,-0.015,498300,0.42,-0.023
0.46168,0.03668,0.005,498600,0.425,0.006
0.43189,0.03689,0.015,498900,0.395,-0.042
0.44094,0.03594,0.02,499200,0.405,-0.04
0.43994,0.03494,0.02,499500,0.405,-0.016
0.42925,0.03425,0.01,499800,0.395,-0.018
0.42108,0.03608,0.005,500100,0.385,-0.033
0.42572,0.03572,0.005,500400,0.39,0.001
0.44447,0.03447,0.005,500700,0.41,-0.087
0.45035,0.03535,0.01,501000,0.415,-0.054
0.45063,0.03563,0.005,501300,0.415,0.026
0.44659,0.03659,-0.005,501600,0.41,0.006
0.46762,0.03762,0.0,501900,0.43,-0.022
0.46722,0.03722,0.015,502200,0.43,-0.034
0.4567,0.0367,0.01,502500,0.42,-0.041
0.46136,0.03636,-0.005,502800,0.425,-0.071
0.46134,0.03634,0.0,503100,0.425,-0.015
0.45619,0.03619,0.005,503400,0.42,-0.041
0.45804,0.03804,-0.005,503700,0.42,0.04
0.47839,0.03839,-0.005,504000,0.44,0.01
0.47469,0.03969,0.0,504300,0.435,0.015
0.45291,0.03791,-0.005,504600,0.415,-0.042
0.45783,0.03783,0.005,504900,0.42,-0.065
0.46332,0.03832,0.0,505200,0.425,0.029
0.47947,0.03947,0.005,505500,0.44,-0.04
0.48858,0.03858,0.0,505800,0.45,-0.033
0.46946,0.03946,-0.005,506100,0.43,-0.018
0.46511,0.04011,0.0,506400,0.425,-0.005
0.46401,0.03901,0.0,506700,0.425,-0.009
0.47964,0.03964,-0.005,507000,0.44,-0.022
0.4745,0.0395,0.0,507300,0.435,0.005
0.49357,0.03857,0.005,507600,0.455,-0.074
0.49429,0.03929,0.005,507900,0.455,-0.027
0.49323,0.03823,0.01,508200,0.455,-0.076
0.50908,0.03908,0.01,508500,0.47,-0.004
0.51436,0.03936,0.015,508800,0.475,-0.056
0.50956,0.03956,0.005,509100,0.47,-0.03
0.48001,0.04001,0.005,509400,0.44,-0.035
0.49947,0.03947,0.005,509700,0.46,-0.049
0.50695,0.04195,-0.01,510000,0.465,-0.017
0.49549,0.04049,0.005,510300,0.455,0.01
0.51115,0.04115,0.005,510600,0.47,-0.049
0.50071,0.04071,0.01,510900,0.46,0.009
0.47499,0.03999,0.005,511200,0.435,-0.015
0.49091,0.04091,0.015,511500,0.45,-0.007
0.48574,0.04074,0.015,511800,0.445,-0.037
0.48542,0.04042,0.005,512100,0.445,-0.096
0.49574,0.04074,0.0,512400,0.455,-0.065
0.48456,0.03956,0.015,512700,0.445,0.0
0.50099,0.04099,0.02,513000,0.46,-0.089
0.50032,0.04032,0.015,513300,0.46,-0.022
0.51012,0.04012,0.005,513600,0.47,-0.043
0.48538,0.04038,0.015,513900,0.445,0.02
0.48494,0.03994,0.02,514200,0.445,-0.044
0.43767,0.03767,0.025,514500,0.4,-0.007
0.46495,0.03995,0.015,514800,0.425,-0.049
0.45997,0.03997,0.015,515100,0.42,-0.038
0.48084,0.04084,0.025,515400,0.44,0.01
0.46976,0.03976,0.02,515700,0.43,-0.052
0.49166,0.04166,0.025,516000,0.45,-0.005
0.4608,0.0408,0.015,516300,0.42,-0.02
0.48536,0.04036,0.015,516600,0.445,-0.04
0.48835,0.03835,0.02,516900,0.45,-0.097
0.50326,0.03826,0.005,517200,0.465,0.017
0.51263,0.03763,0.0,517500,0.475,-0.01
0.50415,0.03915,-0.005,517800,0.465,-0.032
0.51876,0.03876,0.0,518100,0.48,-0.085
0.50815,0.03815,0.01,518400,0.47,-0.034
0.51153,0.03653,0.0,518700,0.475,-0.051
0.50301,0.03801,0.005,519000,0.465,-0.01
0.50912,0.03912,0.01,519300,0.47,-0.053
0.52275,0.03775,0.0,519600,0.485,-0.037
0.53263,0.03763,0.01,519900,0.495,-0.025
0.49219,0.03719,0.01,520200,0.455,-0.01
0.50863,0.03863,0.01,520500,0.47,-0.036
0.49475,0.03975,0.02,520800,0.455,-0.048
0.45821,0.03821,0.01,521100,0.42,-0.034
0.47865,0.03865,0.005,521400,0.44,-0.034
0.47542,0.04042,0.02,521700,0.435,-0.06
0.47467,0.03967,0.01,522000,0.435,-0.061
0.47368,0.03868,0.005,522300,0.435,-0.01
0.46374,0.03874,0.015,522600,0.425,-0.056
0.46355,0.03855,0.005,522900,0.425,-0.049
0.46376,0.03876,0.015,523200,0.425,-0.051
0.47501,0.04001,0.01,523500,0.435,-0.078
0.44917,0.03917,0.03,523800,0.41,-0.079
0.46835,0.03835,0.015,524100,0.43,-0.023
0.46423,0.03923,0.015,524400,0.425,-0.031
0.49372,0.03872,0.01,524700,0.455,-0.052
0.46398,0.03898,0.005,525000,0.425,-0.026
0.48965,0.03965,0.02,525300,0.45,-0.04
0.45866,0.03866,0.025,525600,0.42,-0.022
0.44559,0.04059,0.025,525900,0.405,-0.054
0.47806,0.03806,0.025,526200,0.44,-0.026
0.47972,0.03972,0.015,526500,0.44,-0.032
0.49552,0.04052,0.005,526800,0.455,-0.022
0.47369,0.03869,0.025,527100,0.435,-0.046
0.46865,0.03865,0.01,527400,0.43,-0.03
0.478,0.038,0.01,527700,0.44,0.015
0.48878,0.03878,0.025,528000,0.45,-0.058
0.49301,0.03801,0.005,528300,0.455,-0.005
0.50793,0.03793,0.025,528600,0.47,0.001
0.51348,0.03848,0.02,528900,0.475,-0.024
0.50884,0.03884,0.02,529200,0.47,-0.004
0.50476,0.03976,0.025,529500,0.465,-0.054
0.49942,0.03942,0.01,529800,0.46,-0.021
0.49465,0.03965,0.015,530100,0.455,-0.059
0.50049,0.04049,0.015,530400,0.46,-0.029
0.47452,0.03952,0.0,530700,0.435,-0.015
0.48993,0.03993,0.015,531000,0.45,-0.044
0.50475,0.03975,0.045,531300,0.465,-0.055
0.48452,0.03952,0.035,531600,0.445,-0.093
0.4948,0.0398,0.015,531900,0.455,-0.014
0.47414,0.03914,0.02,532200,0.435,-0.029
0.5056,0.0406,0.03,532500,0.465,-0.025
0.48931,0.03931,0.005,532800,0.45,-0.012
0.49586,0.04086,-0.01,533100,0.455,-0.006
0.49955,0.03955,0.015,533400,0.46,-0.031
0.52511,0.04011,0.015,533700,0.485,-0.004
0.50494,0.03994,0.015,534000,0.465,-0.032
0.50554,0.04054,0.005,534300,0.465,-0.054
0.48032,0.04032,0.015,534600,0.44,-0.081
0.51531,0.04031,0.02,534900,0.475,-0.031
0.50529,0.04029,0.01,535200,0.465,0.001
0.4952,0.0402,0.03,535500,0.455,-0.03
0.5007,0.0407,0.015,535800,0.46,-0.042
0.50961,0.03961,0.035,536100,0.47,-0.0
0.5245,0.0395,0.035,536400,0.485,-0.009
0.52082,0.04082,0.015,536700,0.48,0.027
0.50972,0.03972,0.03,537000,0.47,-0.057
0.49473,0.03973,0.035,537300,0.455,-0.01
0.4902,0.0402,0.01,537600,0.45,-0.021
0.49443,0.03943,0.02,537900,0.455,-0.012
0.48283,0.03783,0.015,538200,0.445,-0.019
0.48345,0.03845,0.02,538500,0.445,-0.026
0.46796,0.03796,0.025,538800,0.43,-0.082
0.47784,0.03784,0.02,539100,0.44,-0.057
0.49889,0.03889,0.025,539400,0.46,-0.016
0.47899,0.03899,0.025,539700,0.44,-0.027
0.48741,0.03741,0.01,540000,0.45,-0.026
0.50104,0.03604,0.01,540300,0.465,-0.087
0.48617,0.03617,0.015,540600,0.45,0.031
0.49644,0.03644,0.02,540900,0.46,-0.061
0.47172,0.03672,0.015,541200,0.435,0.019
0.48732,0.03732,0.025,541500,0.45,-0.021
0.4923,0.0373,0.025,541800,0.455,-0.059
0.46524,0.03524,0.03,542100,0.43,-0.02
0.47486,0.03486,0.025,542400,0.44,-0.013
0.48028,0.03528,0.015,542700,0.445,-0.061
0.44675,0.03675,0.015,543000,0.41,0.05
0.44638,0.03638,0.035,543300,0.41,-0.028
0.44715,0.03715,0.035,543600,0.41,-0.033
0.45273,0.03273,0.015,543900,0.42,-0.002
0.45416,0.03416,0.015,544200,0.42,-0.017
0.46511,0.03511,0.025,544500,0.43,-0.022
0.45615,0.03615,0.035,544800,0.42,-0.023
0.46269,0.03769,0.035,545100,0.425,-0.008
0.46276,0.03776,0.035,545400,0.425,0.003
0.46431,0.03931,0.045,545700,0.425,-0.023
0.49569,0.04069,0.04,546000,0.455,-0.024
0.49056,0.04056,0.02,546300,0.45,-0.013
0.49474,0.03974,0.025,546600,0.455,-0.075
0.48421,0.03921,0.035,546900,0.445,-0.007
0.46331,0.03831,0.03,547200,0.425,-0.02
0.47294,0.03794,0.03,547500,0.435,0.012
0.45842,0.03842,0.03,547800,0.42,-0.036
0.44296,0.03796,0.035,548100,0.405,-0.045
0.46964,0.03964,0.045,548400,0.43,-0.01
0.49429,0.03929,0.015,548700,0.455,-0.005
0.46821,0.03821,0.005,549000,0.43,-0.048
0.49786,0.03786,0.015,549300,0.46,-0.076
0.45256,0.03256,0.0,549600,0.42,-0.038
0.45761,0.03261,0.01,549900,0.425,-0.059
0.44368,0.03368,0.015,550200,0.41,0.062
0.45544,0.03544,0.01,550500,0.42,-0.057
0.42595,0.03595,0.035,550800,0.39,-0.013
0.44146,0.03646,0.015,551100,0.405,-0.04
0.46842,0.03842,0.025,551400,0.43,-0.02
0.47264,0.03764,0.02,551700,0.435,-0.013
0.47199,0.03699,0.015,552000,0.435,-0.057
0.44988,0.03488,0.02,552300,0.415,-0.05
0.44351,0.03351,0.015,552600,0.41,-0.079
0.46317,0.03317,0.01,552900,0.43,-0.048
0.44131,0.03631,0.01,553200,0.405,-0.068
0.46611,0.03611,0.01,553500,0.43,0.017
0.46981,0.03481,0.025,553800,0.435,-0.064
