avg_diff,avg_score,avg_winning,loss_train,step_idx,avg_score_no
0.045,0.44743,0.41,-0.02,646500,0.03743
0.03,0.42533,0.39,-0.081,646800,0.03533
0.025,0.4533,0.415,-0.026,647100,0.0383
0.05,0.42359,0.385,-0.08,647400,0.03859
0.025,0.44867,0.41,-0.039,647700,0.03867
0.05,0.43294,0.395,-0.051,648000,0.03794
0.015,0.40743,0.37,-0.064,648300,0.03743
0.04,0.41188,0.375,-0.018,648600,0.03688
0.025,0.43869,0.4,-0.057,648900,0.03869
0.035,0.4278,0.39,-0.113,649200,0.0378
0.02,0.43839,0.4,-0.007,649500,0.03839
0.02,0.46259,0.425,-0.058,649800,0.03759
0.015,0.4464,0.41,-0.059,650100,0.0364
0.01,0.44661,0.41,-0.031,650400,0.03661
0.02,0.44246,0.405,-0.03,650700,0.03746
0.015,0.45275,0.415,-0.042,651000,0.03775
0.03,0.44876,0.41,-0.002,651300,0.03876
0.03,0.46772,0.43,-0.022,651600,0.03772
0.025,0.45151,0.415,-0.031,651900,0.03651
0.035,0.44525,0.41,-0.049,652200,0.03525
0.06,0.45643,0.42,-0.042,652500,0.03643
0.035,0.45309,0.415,-0.023,652800,0.03809
0.05,0.47337,0.435,-0.045,653100,0.03837
0.02,0.45279,0.415,-0.06,653400,0.03779
0.03,0.44558,0.41,-0.06,653700,0.03558
0.02,0.46761,0.43,-0.076,654000,0.03761
0.03,0.43281,0.395,0.008,654300,0.03781
0.035,0.42347,0.385,-0.014,654600,0.03847
0.03,0.43385,0.395,-0.01,654900,0.03885
0.03,0.40307,0.365,-0.039,655200,0.03807
0.03,0.41298,0.375,-0.054,655500,0.03798
0.04,0.39312,0.355,-0.069,655800,0.03812
0.045,0.38388,0.345,-0.058,656100,0.03888
0.05,0.38284,0.345,-0.006,656400,0.03784
0.05,0.39324,0.355,-0.03,656700,0.03824
0.04,0.38336,0.345,-0.04,657000,0.03836
0.025,0.38858,0.35,-0.019,657300,0.03858
0.03,0.41855,0.38,-0.036,657600,0.03855
0.03,0.40452,0.365,-0.078,657900,0.03952
0.025,0.39762,0.36,-0.019,658200,0.03762
0.035,0.42345,0.385,-0.085,658500,0.03845
0.03,0.42294,0.385,-0.042,658800,0.03794
0.04,0.40167,0.365,-0.057,659100,0.03667
0.035,0.37737,0.34,-0.028,659400,0.03737
0.03,0.43803,0.4,-0.043,659700,0.03803
0.035,0.43214,0.395,-0.029,660000,0.03714
0.045,0.43313,0.395,-0.073,660300,0.03813
0.025,0.41568,0.38,-0.07,660600,0.03568
0.035,0.38768,0.355,-0.033,660900,0.03268
0.035,0.41915,0.385,-0.038,661200,0.03415
0.01,0.40867,0.375,-0.047,661500,0.03367
0.025,0.40943,0.375,-0.007,661800,0.03443
0.025,0.40491,0.37,-0.064,662100,0.03491
0.025,0.38458,0.35,-0.062,662400,0.03458
0.015,0.39119,0.355,-0.0,662700,0.03619
0.03,0.37138,0.335,-0.014,663000,0.03638
0.045,0.37186,0.335,-0.064,663300,0.03686
0.045,0.38647,0.35,-0.057,663600,0.03647
0.035,0.37089,0.335,-0.039,663900,0.03589
0.035,0.41491,0.38,-0.051,664200,0.03491
0.01,0.37127,0.335,-0.081,664500,0.03627
0.015,0.4114,0.375,-0.066,664800,0.0364
0.025,0.38097,0.345,0.026,665100,0.03597
0.03,0.38541,0.35,-0.054,665400,0.03541
0.045,0.37059,0.335,-0.051,665700,0.03559
0.035,0.39122,0.355,-0.035,666000,0.03622
0.025,0.35748,0.32,-0.082,666300,0.03748
0.045,0.37829,0.34,0.004,666600,0.03829
0.025,0.36753,0.33,-0.037,666900,0.03753
0.025,0.3772,0.34,-0.058,667200,0.0372
0.04,0.38302,0.345,-0.03,667500,0.03802
0.03,0.35541,0.32,-0.061,667800,0.03541
0.01,0.3772,0.34,-0.03,668100,0.0372
0.035,0.38685,0.35,-0.028,668400,0.03685
0.04,0.36698,0.33,-0.065,668700,0.03698
0.05,0.39168,0.355,-0.068,669000,0.03668
0.06,0.37407,0.34,-0.111,669300,0.03407
0.055,0.3717,0.335,-0.014,669600,0.0367
0.035,0.39131,0.355,-0.053,669900,0.03631
0.04,0.39928,0.365,-0.069,670200,0.03428
0.07,0.38483,0.35,-0.042,670500,0.03483
0.05,0.41444,0.38,-0.098,670800,0.03444
0.06,0.38854,0.355,-0.011,671100,0.03354
0.055,0.38468,0.35,-0.018,671400,0.03468
0.075,0.39837,0.365,-0.062,671700,0.03337
0.055,0.38512,0.35,-0.093,672000,0.03512
0.06,0.39243,0.355,0.039,672300,0.03743
0.045,0.40216,0.365,-0.069,672600,0.03716
0.07,0.44607,0.41,-0.064,672900,0.03607
0.065,0.42153,0.385,-0.065,673200,0.03653
0.04,0.41633,0.38,-0.034,673500,0.03633
0.055,0.41578,0.38,-0.077,673800,0.03578
0.04,0.41178,0.375,-0.044,674100,0.03678
0.025,0.43217,0.395,-0.066,674400,0.03717
0.05,0.42288,0.385,-0.056,674700,0.03788
0.065,0.43153,0.395,-0.016,675000,0.03653
0.05,0.43694,0.4,-0.051,675300,0.03694
0.04,0.42038,0.385,-0.054,675600,0.03538
0.04,0.43198,0.395,-0.043,675900,0.03698
0.03,0.41256,0.375,-0.038,676200,0.03756
0.005,0.43362,0.395,0.01,676500,0.03862
0.01,0.43413,0.395,-0.022,676800,0.03913
0.02,0.44012,0.4,-0.04,677100,0.04012
0.055,0.41436,0.375,-0.046,677400,0.03936
0.045,0.41898,0.38,-0.049,677700,0.03898
0.025,0.3837,0.345,-0.036,678000,0.0387
0.03,0.4085,0.37,-0.014,678300,0.0385
0.0,0.41387,0.375,0.002,678600,0.03887
0.025,0.42905,0.39,-0.02,678900,0.03905
0.04,0.41571,0.38,-0.057,679200,0.03571
0.015,0.37941,0.345,-0.003,679500,0.03441
0.045,0.39993,0.365,-0.027,679800,0.03493
0.04,0.3956,0.36,-0.014,680100,0.0356
0.015,0.3935,0.355,0.02,680400,0.0385
0.035,0.39443,0.355,-0.064,680700,0.03943
0.035,0.39483,0.355,-0.059,681000,0.03983
0.04,0.39345,0.355,-0.106,681300,0.03845
0.035,0.38876,0.35,0.002,681600,0.03876
0.04,0.38911,0.35,-0.046,681900,0.03911
0.04,0.39096,0.35,-0.105,682200,0.04096
0.03,0.36922,0.33,-0.051,682500,0.03922
0.05,0.38574,0.345,-0.052,682800,0.04074
0.045,0.38886,0.35,-0.041,683100,0.03886
0.055,0.35902,0.32,-0.028,683400,0.03902
0.035,0.36429,0.325,-0.074,683700,0.03929
0.025,0.37943,0.34,-0.005,684000,0.03943
0.015,0.36391,0.325,-0.058,684300,0.03891
0.025,0.37442,0.335,-0.043,684600,0.03942
0.035,0.37467,0.335,-0.036,684900,0.03967
0.015,0.36901,0.33,-0.033,685200,0.03901
0.03,0.36356,0.325,0.014,685500,0.03856
0.03,0.35318,0.315,-0.094,685800,0.03818
0.005,0.37828,0.34,-0.03,686100,0.03828
0.01,0.39321,0.355,-0.011,686400,0.03821
0.01,0.38745,0.35,-0.032,686700,0.03745
0.02,0.40334,0.365,-0.034,687000,0.03834
0.015,0.36647,0.33,-0.037,687300,0.03647
0.03,0.36131,0.325,-0.042,687600,0.03631
0.025,0.40237,0.365,0.002,687900,0.03737
0.045,0.39905,0.36,-0.025,688200,0.03905
0.035,0.37677,0.34,-0.011,688500,0.03677
0.03,0.39246,0.355,-0.021,688800,0.03746
0.03,0.38718,0.35,-0.023,689100,0.03718
0.035,0.41724,0.38,-0.022,689400,0.03724
0.03,0.41229,0.375,0.025,689700,0.03729
0.04,0.41839,0.38,-0.023,690000,0.03839
0.035,0.38189,0.345,-0.062,690300,0.03689
0.015,0.4344,0.4,-0.058,690600,0.0344
0.035,0.46539,0.43,0.003,690900,0.03539
0.03,0.42432,0.39,-0.077,691200,0.03432
0.035,0.43882,0.405,-0.084,691500,0.03382
0.015,0.42437,0.395,-0.021,691800,0.02937
0.005,0.43307,0.4,-0.008,692100,0.03307
0.015,0.44296,0.41,-0.015,692400,0.03296
0.025,0.46541,0.43,-0.031,692700,0.03541
0.035,0.45681,0.42,-0.055,693000,0.03681
0.025,0.46222,0.425,-0.03,693300,0.03722
0.025,0.44232,0.405,-0.071,693600,0.03732
0.035,0.46166,0.425,-0.04,693900,0.03666
0.025,0.44623,0.41,-0.082,694200,0.03623
0.025,0.43573,0.4,-0.068,694500,0.03573
0.025,0.44667,0.41,-0.011,694800,0.03667
0.025,0.44224,0.405,0.017,695100,0.03724
0.035,0.45582,0.42,-0.021,695400,0.03582
0.03,0.46151,0.425,-0.06,695700,0.03651
0.03,0.4632,0.425,0.018,696000,0.0382
0.015,0.46273,0.425,-0.031,696300,0.03773
0.025,0.46254,0.425,-0.066,696600,0.03754
0.025,0.46612,0.43,-0.063,696900,0.03612
0.02,0.45893,0.42,0.016,697200,0.03893
0.03,0.47109,0.435,-0.039,697500,0.03609
0.03,0.47059,0.435,-0.046,697800,0.03559
0.03,0.48107,0.445,-0.056,698100,0.03607
0.03,0.47669,0.44,-0.05,698400,0.03669
0.035,0.47175,0.435,-0.074,698700,0.03675
0.025,0.48006,0.445,-0.098,699000,0.03506
0.03,0.511,0.475,-0.064,699300,0.036
0.025,0.48093,0.445,-0.02,699600,0.03593
0.03,0.46134,0.425,-0.017,699900,0.03634
0.035,0.44085,0.405,-0.05,700200,0.03585
0.02,0.45112,0.415,-0.029,700500,0.03612
0.03,0.4673,0.43,-0.065,700800,0.0373
0.025,0.49222,0.455,-0.044,701100,0.03722
0.03,0.47276,0.435,-0.089,701400,0.03776
0.03,0.45113,0.415,-0.039,701700,0.03613
0.03,0.46708,0.43,-0.028,702000,0.03708
0.035,0.477,0.44,-0.052,702300,0.037
0.025,0.4626,0.425,-0.003,702600,0.0376
0.035,0.47243,0.435,-0.015,702900,0.03743
0.025,0.47877,0.44,-0.068,703200,0.03877
0.02,0.46385,0.425,-0.063,703500,0.03885
0.025,0.44209,0.405,-0.055,703800,0.03709
0.025,0.48308,0.445,-0.025,704100,0.03808
0.03,0.47684,0.44,-0.07,704400,0.03684
0.02,0.50246,0.465,-0.059,704700,0.03746
0.03,0.45307,0.415,0.021,705000,0.03807
0.02,0.46837,0.43,-0.038,705300,0.03837
0.03,0.45754,0.42,-0.063,705600,0.03754
0.02,0.48325,0.445,-0.015,705900,0.03825
0.025,0.44302,0.405,-0.007,706200,0.03802
0.045,0.39667,0.36,-0.102,706500,0.03667
0.03,0.41644,0.38,-0.102,706800,0.03644
0.04,0.48739,0.45,-0.076,707100,0.03739
0.025,0.45234,0.415,-0.063,707400,0.03734
0.02,0.4684,0.43,-0.022,707700,0.0384
0.015,0.44131,0.405,-0.047,708000,0.03631
0.015,0.45696,0.42,-0.074,708300,0.03696
0.015,0.48204,0.445,-0.07,708600,0.03704
0.025,0.47668,0.44,-0.067,708900,0.03668
0.01,0.48791,0.45,-0.03,709200,0.03791
0.025,0.47743,0.44,-0.072,709500,0.03743
0.03,0.4883,0.45,-0.041,709800,0.0383
0.015,0.46385,0.425,-0.082,710100,0.03885
0.015,0.45381,0.415,-0.023,710400,0.03881
0.02,0.44424,0.405,-0.026,710700,0.03924
0.025,0.46976,0.43,-0.055,711000,0.03976
0.01,0.47353,0.435,-0.056,711300,0.03853
0.01,0.47745,0.44,-0.063,711600,0.03745
0.005,0.48354,0.445,-0.038,711900,0.03854
0.0,0.5079,0.47,-0.065,712200,0.0379
0.015,0.50776,0.47,-0.024,712500,0.03776
0.01,0.50268,0.465,-0.04,712800,0.03768
0.01,0.48427,0.445,-0.032,713100,0.03927
0.01,0.48799,0.45,-0.079,713400,0.03799
0.02,0.46895,0.43,-0.02,713700,0.03895
0.03,0.45985,0.42,-0.08,714000,0.03985
0.03,0.47396,0.435,-0.037,714300,0.03896
0.035,0.43423,0.395,-0.05,714600,0.03923
0.035,0.38355,0.345,-0.001,714900,0.03855
0.015,0.39853,0.36,-0.034,715200,0.03853
0.025,0.45298,0.415,-0.062,715500,0.03798
0.01,0.46395,0.425,-0.057,715800,0.03895
0.02,0.45337,0.415,-0.087,716100,0.03837
0.035,0.45364,0.415,-0.074,716400,0.03864
0.04,0.44802,0.41,-0.05,716700,0.03802
0.035,0.44857,0.41,-0.046,717000,0.03857
0.02,0.46331,0.425,-0.077,717300,0.03831
0.025,0.46272,0.425,-0.061,717600,0.03772
0.03,0.44774,0.41,-0.036,717900,0.03774
0.02,0.42232,0.385,-0.064,718200,0.03732
0.01,0.41774,0.38,-0.024,718500,0.03774
0.025,0.47369,0.435,-0.099,718800,0.03869
0.03,0.46313,0.425,-0.032,719100,0.03813
0.025,0.44854,0.41,-0.037,719400,0.03854
0.015,0.44315,0.405,-0.012,719700,0.03815
0.025,0.42722,0.39,-0.066,720000,0.03722
0.015,0.42797,0.39,0.03,720300,0.03797
0.015,0.40821,0.37,0.003,720600,0.03821
0.035,0.41627,0.38,-0.038,720900,0.03627
0.035,0.43754,0.4,-0.074,721200,0.03754
0.035,0.43164,0.395,-0.011,721500,0.03664
0.03,0.44245,0.405,-0.026,721800,0.03745
0.015,0.42709,0.39,-0.054,722100,0.03709
0.035,0.3868,0.35,-0.001,722400,0.0368
0.01,0.41836,0.38,-0.009,722700,0.03836
0.01,0.42931,0.39,0.003,723000,0.03931
0.035,0.43708,0.4,-0.082,723300,0.03708
0.025,0.47673,0.44,-0.043,723600,0.03673
0.025,0.40117,0.365,-0.051,723900,0.03617
0.02,0.46588,0.43,-0.065,724200,0.03588
0.025,0.47734,0.44,-0.023,724500,0.03734
0.03,0.41767,0.38,0.011,724800,0.03767
0.02,0.40802,0.37,-0.057,725100,0.03802
0.025,0.42733,0.39,-0.055,725400,0.03733
0.015,0.41244,0.375,-0.016,725700,0.03744
0.025,0.42783,0.39,-0.086,726000,0.03783
0.015,0.42369,0.385,-0.007,726300,0.03869
0.02,0.41929,0.38,-0.022,726600,0.03929
0.02,0.40808,0.37,-0.071,726900,0.03808
0.02,0.39836,0.36,-0.035,727200,0.03836
0.03,0.38336,0.345,-0.05,727500,0.03836
0.02,0.42371,0.385,-0.019,727800,0.03871
0.05,0.4244,0.385,-0.098,728100,0.0394
0.035,0.43425,0.395,-0.085,728400,0.03925
0.04,0.42872,0.39,-0.019,728700,0.03872
0.035,0.39841,0.36,-0.042,729000,0.03841
0.025,0.39715,0.36,-0.127,729300,0.03715
0.03,0.4285,0.39,-0.052,729600,0.0385
0.025,0.4183,0.38,-0.053,729900,0.0383
0.03,0.4373,0.4,-0.095,730200,0.0373
0.025,0.4125,0.375,-0.024,730500,0.0375
0.035,0.42676,0.39,-0.128,730800,0.03676
0.03,0.39788,0.36,-0.037,731100,0.03788
0.03,0.38248,0.345,-0.041,731400,0.03748
0.03,0.42188,0.385,-0.009,731700,0.03688
0.04,0.40727,0.37,-0.013,732000,0.03727
0.045,0.4024,0.365,-0.021,732300,0.0374
0.03,0.428,0.39,-0.028,732600,0.038
0.02,0.41783,0.38,-0.104,732900,0.03783
0.025,0.4715,0.435,-0.015,733200,0.0365
0.03,0.46609,0.43,-0.01,733500,0.03609
0.025,0.47195,0.435,-0.027,733800,0.03695
0.025,0.43134,0.395,-0.043,734100,0.03634
0.025,0.44774,0.41,-0.055,734400,0.03774
0.03,0.49212,0.455,-0.085,734700,0.03712
0.03,0.45673,0.42,-0.033,735000,0.03673
0.025,0.45759,0.42,-0.028,735300,0.03759
0.04,0.43132,0.395,-0.03,735600,0.03632
0.045,0.40231,0.365,0.003,735900,0.03731
0.045,0.40299,0.365,-0.032,736200,0.03799
0.05,0.39131,0.355,-0.062,736500,0.03631
0.04,0.35784,0.32,-0.064,736800,0.03784
0.035,0.38785,0.35,-0.075,737100,0.03785
0.045,0.37264,0.335,-0.024,737400,0.03764
0.03,0.41857,0.385,-0.092,737700,0.03357
0.05,0.40931,0.375,-0.004,738000,0.03431
0.03,0.42986,0.395,-0.017,738300,0.03486
0.045,0.40479,0.37,-0.018,738600,0.03479
0.045,0.3844,0.35,0.008,738900,0.0344
0.035,0.39323,0.36,-0.002,739200,0.03323
0.05,0.36478,0.33,-0.005,739500,0.03478
0.045,0.39976,0.365,-0.016,739800,0.03476
0.055,0.40239,0.365,-0.068,740100,0.03739
0.04,0.40729,0.37,0.027,740400,0.03729
0.04,0.38388,0.345,-0.038,740700,0.03888
0.02,0.40866,0.37,-0.038,741000,0.03866
0.035,0.38752,0.35,-0.057,741300,0.03752
0.05,0.4069,0.37,-0.048,741600,0.0369
0.05,0.43027,0.395,-0.059,741900,0.03527
0.04,0.43448,0.4,-0.047,742200,0.03448
0.03,0.43909,0.405,-0.111,742500,0.03409
0.035,0.45391,0.42,-0.043,742800,0.03391
0.035,0.47218,0.44,-0.072,743100,0.03218
0.035,0.44872,0.415,-0.049,743400,0.03372
0.05,0.41423,0.38,-0.068,743700,0.03423
0.04,0.42976,0.395,-0.054,744000,0.03476
0.055,0.40946,0.375,-0.094,744300,0.03446
0.05,0.39757,0.365,0.055,744600,0.03257
0.06,0.39654,0.365,-0.091,744900,0.03154
0.045,0.40803,0.375,-0.034,745200,0.03303
0.04,0.37405,0.34,-0.008,745500,0.03405
0.035,0.37034,0.335,-0.005,745800,0.03534
0.045,0.35051,0.315,-0.035,746100,0.03551
0.03,0.36038,0.325,-0.102,746400,0.03538
0.03,0.38494,0.35,-0.03,746700,0.03494
0.03,0.37068,0.335,-0.081,747000,0.03568
0.02,0.38026,0.345,-0.027,747300,0.03526
0.045,0.3657,0.33,-0.063,747600,0.0357
0.05,0.38517,0.35,-0.038,747900,0.03517
0.04,0.37978,0.345,-0.072,748200,0.03478
0.03,0.41453,0.38,0.003,748500,0.03453
0.03,0.42081,0.385,0.027,748800,0.03581
0.035,0.38137,0.345,-0.034,749100,0.03637
0.025,0.41107,0.375,0.028,749400,0.03607
0.035,0.39679,0.36,-0.056,749700,0.03679
0.035,0.4146,0.38,-0.04,750000,0.0346
0.04,0.42924,0.395,-0.049,750300,0.03424
0.05,0.43334,0.4,-0.033,750600,0.03334
0.04,0.40921,0.375,0.024,750900,0.03421
0.05,0.41952,0.385,-0.053,751200,0.03452
0.055,0.39906,0.365,-0.041,751500,0.03406
0.06,0.42227,0.39,-0.033,751800,0.03227
0.065,0.38584,0.355,-0.082,752100,0.03084
0.065,0.42098,0.39,-0.052,752400,0.03098
0.06,0.38105,0.35,-0.025,752700,0.03105
0.055,0.39617,0.365,-0.02,753000,0.03117
0.07,0.3553,0.325,-0.008,753300,0.0303
0.06,0.36006,0.33,0.014,753600,0.03006
0.05,0.3543,0.325,-0.043,753900,0.0293
0.055,0.3862,0.355,-0.054,754200,0.0312
0.06,0.40548,0.375,-0.004,754500,0.03048
0.045,0.38158,0.35,0.041,754800,0.03158
0.035,0.42261,0.39,-0.021,755100,0.03261
0.025,0.41463,0.38,-0.098,755400,0.03463
0.03,0.40534,0.37,-0.057,755700,0.03534
0.02,0.43612,0.4,0.04,756000,0.03612
0.03,0.41591,0.38,-0.133,756300,0.03591
0.02,0.401,0.365,-0.04,756600,0.036
0.015,0.42574,0.39,-0.017,756900,0.03574
0.0,0.40138,0.365,-0.049,757200,0.03638
0.01,0.41195,0.375,-0.063,757500,0.03695
0.01,0.40173,0.365,-0.021,757800,0.03673
0.01,0.38706,0.35,-0.049,758100,0.03706
0.01,0.40282,0.365,-0.029,758400,0.03782
0.015,0.39671,0.36,-0.074,758700,0.03671
0.015,0.4325,0.395,-0.012,759000,0.0375
0.01,0.42679,0.39,-0.086,759300,0.03679
0.02,0.42608,0.39,-0.117,759600,0.03608
0.01,0.43758,0.4,-0.008,759900,0.03758
-0.005,0.43613,0.4,-0.053,760200,0.03613
0.035,0.41602,0.38,0.036,760500,0.03602
0.015,0.40261,0.365,0.022,760800,0.03761
0.02,0.39815,0.36,-0.06,761100,0.03815
0.0,0.42856,0.39,-0.017,761400,0.03856
0.0,0.40296,0.365,-0.052,761700,0.03796
0.01,0.40863,0.37,-0.04,762000,0.03863
-0.005,0.41355,0.375,-0.059,762300,0.03855
0.005,0.43345,0.395,-0.046,762600,0.03845
0.005,0.41768,0.38,-0.008,762900,0.03768
0.015,0.41345,0.375,-0.055,763200,0.03845
0.025,0.42281,0.385,-0.028,763500,0.03781
0.02,0.3822,0.345,-0.066,763800,0.0372
0.015,0.41218,0.375,-0.06,764100,0.03718
0.005,0.36617,0.33,-0.06,764400,0.03617
0.035,0.41719,0.38,-0.036,764700,0.03719
0.0,0.39702,0.36,-0.089,765000,0.03702
0.01,0.41767,0.38,-0.016,765300,0.03767
0.005,0.41406,0.375,-0.002,765600,0.03906
0.01,0.41844,0.38,-0.083,765900,0.03844
0.02,0.39323,0.355,-0.086,766200,0.03823
0.015,0.41334,0.375,-0.081,766500,0.03834
0.01,0.43824,0.4,-0.049,766800,0.03824
0.01,0.40697,0.37,-0.013,767100,0.03697
0.015,0.41825,0.38,-0.004,767400,0.03825
-0.005,0.40257,0.365,-0.056,767700,0.03757
0.02,0.38675,0.35,-0.021,768000,0.03675
0.0,0.40026,0.365,-0.088,768300,0.03526
0.005,0.40194,0.365,-0.003,768600,0.03694
0.01,0.40255,0.365,-0.023,768900,0.03755
-0.01,0.40118,0.365,-0.074,769200,0.03618
0.0,0.41794,0.38,-0.046,769500,0.03794
0.02,0.4268,0.39,-0.0,769800,0.0368
0.01,0.4534,0.415,-0.007,770100,0.0384
0.025,0.43844,0.4,-0.09,770400,0.03844
0.025,0.43407,0.395,-0.044,770700,0.03907
0.03,0.40202,0.365,-0.024,771000,0.03702
0.03,0.43811,0.4,-0.04,771300,0.03811
0.03,0.41134,0.375,-0.07,771600,0.03634
0.02,0.4171,0.38,-0.061,771900,0.0371
0.02,0.40244,0.365,-0.076,772200,0.03744
0.025,0.40666,0.37,-0.054,772500,0.03666
0.025,0.40294,0.365,-0.054,772800,0.03794
0.03,0.4124,0.375,-0.04,773100,0.0374
0.03,0.43225,0.395,-0.057,773400,0.03725
0.01,0.43748,0.4,-0.021,773700,0.03748
0.015,0.42747,0.39,0.025,774000,0.03747
0.03,0.42801,0.39,-0.024,774300,0.03801
0.025,0.41811,0.38,-0.016,774600,0.03811
0.03,0.4281,0.39,-0.07,774900,0.0381
0.035,0.42246,0.385,-0.026,775200,0.03746
0.035,0.43122,0.395,-0.061,775500,0.03622
0.025,0.43065,0.395,-0.084,775800,0.03565
0.02,0.46153,0.425,-0.032,776100,0.03653
0.015,0.42676,0.39,-0.016,776400,0.03676
0.02,0.43058,0.395,-0.018,776700,0.03558
0.025,0.44104,0.405,-0.06,777000,0.03604
0.03,0.43488,0.4,-0.028,777300,0.03488
0.01,0.43523,0.4,-0.043,777600,0.03523
0.015,0.44054,0.405,-0.022,777900,0.03554
0.02,0.40647,0.37,-0.03,778200,0.03647
0.01,0.40615,0.37,-0.074,778500,0.03615
0.005,0.43804,0.4,-0.018,778800,0.03804
0.01,0.43312,0.395,-0.05,779100,0.03812
0.01,0.43211,0.395,-0.082,779400,0.03711
0.01,0.40131,0.365,-0.055,779700,0.03631
0.02,0.39994,0.365,-0.051,780000,0.03494
0.01,0.39674,0.36,-0.035,780300,0.03674
0.01,0.42246,0.385,-0.02,780600,0.03746
0.025,0.4473,0.41,-0.014,780900,0.0373
0.015,0.421,0.385,-0.042,781200,0.036
0.02,0.41178,0.375,-0.056,781500,0.03678
0.03,0.41639,0.38,-0.074,781800,0.03639
0.02,0.42666,0.39,-0.08,782100,0.03666
0.035,0.45261,0.415,-0.019,782400,0.03761
0.03,0.42398,0.385,-0.034,782700,0.03898
0.02,0.39329,0.355,-0.04,783000,0.03829
0.03,0.40745,0.37,-0.099,783300,0.03745
0.03,0.42281,0.385,-0.057,783600,0.03781
0.035,0.42625,0.39,-0.059,783900,0.03625
0.045,0.39985,0.365,-0.087,784200,0.03485
0.06,0.41049,0.375,-0.055,784500,0.03549
0.045,0.44604,0.41,-0.05,784800,0.03604
0.03,0.42631,0.39,-0.029,785100,0.03631
0.02,0.42215,0.385,-0.021,785400,0.03715
0.02,0.46688,0.43,-0.036,785700,0.03688
0.03,0.40575,0.37,-0.026,786000,0.03575
0.05,0.43093,0.395,-0.024,786300,0.03593
0.05,0.45602,0.42,-0.028,786600,0.03602
0.045,0.45599,0.42,-0.048,786900,0.03599
0.06,0.43104,0.395,-0.042,787200,0.03604
0.055,0.4419,0.405,-0.069,787500,0.0369
0.05,0.42168,0.385,-0.052,787800,0.03668
0.06,0.42612,0.39,-0.043,788100,0.03612
0.03,0.43197,0.395,-0.041,788400,0.03697
0.035,0.40649,0.37,0.007,788700,0.03649
0.055,0.44646,0.41,-0.043,789000,0.03646
0.05,0.44027,0.405,-0.011,789300,0.03527
0.04,0.47234,0.435,-0.002,789600,0.03734
0.035,0.427,0.39,-0.041,789900,0.037
0.045,0.44691,0.41,-0.03,790200,0.03691
0.035,0.44309,0.405,-0.044,790500,0.03809
0.05,0.43674,0.4,-0.006,790800,0.03674
0.025,0.43839,0.4,-0.078,791100,0.03839
0.03,0.39937,0.36,-0.071,791400,0.03937
0.03,0.40353,0.365,-0.028,791700,0.03853
0.04,0.39622,0.36,-0.123,792000,0.03622
0.04,0.41247,0.375,-0.082,792300,0.03747
0.045,0.41791,0.38,-0.04,792600,0.03791
0.03,0.42286,0.385,-0.091,792900,0.03786
0.025,0.43201,0.395,-0.014,793200,0.03701
0.05,0.39745,0.36,-0.004,793500,0.03745
0.035,0.43674,0.4,-0.055,793800,0.03674
0.06,0.42749,0.39,-0.011,794100,0.03749
0.025,0.40266,0.365,-0.036,794400,0.03766
0.035,0.38256,0.345,-0.022,794700,0.03756
0.02,0.42289,0.385,-0.07,795000,0.03789
0.03,0.44826,0.41,-0.07,795300,0.03826
0.015,0.43879,0.4,-0.038,795600,0.03879
0.02,0.41774,0.38,-0.075,795900,0.03774
0.035,0.41239,0.375,-0.019,796200,0.03739
0.03,0.42194,0.385,-0.032,796500,0.03694
0.015,0.41739,0.38,-0.073,796800,0.03739
0.045,0.43167,0.395,-0.065,797100,0.03667
0.055,0.41129,0.375,-0.056,797400,0.03629
0.035,0.42626,0.39,-0.073,797700,0.03626
0.045,0.44269,0.405,-0.048,798000,0.03769
0.025,0.42568,0.39,-0.062,798300,0.03568
0.02,0.41635,0.38,-0.019,798600,0.03635
0.045,0.42257,0.385,0.01,798900,0.03757
0.035,0.42831,0.39,-0.017,799200,0.03831
0.03,0.43243,0.395,-0.007,799500,0.03743
0.04,0.43592,0.4,-0.066,799800,0.03592
0.04,0.39671,0.36,0.004,800100,0.03671
0.03,0.4171,0.38,-0.076,800400,0.0371
0.025,0.43243,0.395,-0.019,800700,0.03743
0.04,0.42192,0.385,-0.043,801000,0.03692
0.04,0.41213,0.375,-0.013,801300,0.03713
0.05,0.43161,0.395,-0.075,801600,0.03661
0.03,0.42723,0.39,-0.005,801900,0.03723
0.03,0.45177,0.415,-0.03,802200,0.03677
0.03,0.43311,0.395,-0.011,802500,0.03811
0.035,0.4334,0.395,0.007,802800,0.0384
0.035,0.43761,0.4,-0.016,803100,0.03761
0.035,0.44681,0.41,-0.051,803400,0.03681
0.035,0.4478,0.41,-0.073,803700,0.0378
0.025,0.44759,0.41,-0.015,804000,0.03759
0.03,0.45277,0.415,-0.042,804300,0.03777
0.045,0.46367,0.425,-0.043,804600,0.03867
0.035,0.42361,0.385,-0.048,804900,0.03861
0.04,0.4338,0.395,-0.032,805200,0.0388
0.03,0.44964,0.41,-0.069,805500,0.03964
0.045,0.44943,0.41,-0.021,805800,0.03943
0.035,0.44851,0.41,-0.048,806100,0.03851
0.05,0.45399,0.415,-0.039,806400,0.03899
0.04,0.44315,0.405,-0.071,806700,0.03815
0.05,0.4533,0.415,-0.018,807000,0.0383
0.045,0.42886,0.39,-0.054,807300,0.03886
0.04,0.44844,0.41,-0.092,807600,0.03844
