avg_diff,avg_score,avg_winning,loss_train,step_idx,avg_score_no
0.0,0.45013,0.41,-0.028,323400,0.04013
0.0,0.47472,0.435,-0.011,323700,0.03972
0.005,0.47467,0.435,-0.035,324000,0.03967
0.0,0.46423,0.425,-0.026,324300,0.03923
0.01,0.46438,0.425,-0.0,324600,0.03938
0.01,0.47495,0.435,-0.007,324900,0.03995
0.0,0.44613,0.405,-0.007,325200,0.04113
0.005,0.48005,0.44,-0.026,325500,0.04005
0.01,0.4804,0.44,-0.01,325800,0.0404
0.005,0.45983,0.42,-0.043,326100,0.03983
0.005,0.43982,0.4,-0.054,326400,0.03982
0.025,0.4352,0.395,0.006,326700,0.0402
0.015,0.47118,0.43,-0.083,327000,0.04118
0.0,0.47551,0.435,-0.023,327300,0.04051
0.015,0.47119,0.43,-0.041,327600,0.04119
0.01,0.46151,0.42,-0.044,327900,0.04151
0.01,0.42541,0.385,-0.031,328200,0.04041
0.015,0.45032,0.41,-0.037,328500,0.04032
0.0,0.44635,0.405,0.004,328800,0.04135
0.0,0.47664,0.435,0.023,329100,0.04164
0.005,0.43672,0.395,-0.019,329400,0.04172
0.01,0.42474,0.385,-0.04,329700,0.03974
0.025,0.42033,0.38,0.001,330000,0.04033
0.015,0.42719,0.385,-0.044,330300,0.04219
0.01,0.42581,0.385,-0.058,330600,0.04081
0.0,0.44678,0.405,0.027,330900,0.04178
0.015,0.42559,0.385,-0.052,331200,0.04059
0.01,0.39922,0.36,-0.1,331500,0.03922
0.01,0.45122,0.41,-0.005,331800,0.04122
0.015,0.42984,0.39,-0.046,332100,0.03984
0.01,0.43518,0.395,-0.01,332400,0.04018
0.02,0.45461,0.415,-0.02,332700,0.03961
0.0,0.44586,0.405,-0.026,333000,0.04086
0.015,0.45963,0.42,-0.064,333300,0.03963
0.02,0.47048,0.43,-0.041,333600,0.04048
0.02,0.47938,0.44,-0.062,333900,0.03938
0.02,0.44932,0.41,-0.012,334200,0.03932
0.03,0.4329,0.395,-0.049,334500,0.0379
0.015,0.42151,0.385,-0.05,334800,0.03651
0.015,0.44853,0.41,-0.037,335100,0.03853
0.01,0.44914,0.41,-0.049,335400,0.03914
0.0,0.41781,0.38,-0.058,335700,0.03781
0.005,0.45336,0.415,-0.013,336000,0.03836
0.005,0.42417,0.385,-0.062,336300,0.03917
-0.005,0.41864,0.38,0.013,336600,0.03864
0.01,0.43431,0.395,-0.014,336900,0.03931
0.005,0.40472,0.365,-0.058,337200,0.03972
0.0,0.44494,0.405,-0.028,337500,0.03994
-0.005,0.4239,0.385,-0.003,337800,0.0389
0.02,0.42982,0.39,-0.033,338100,0.03982
0.005,0.41459,0.375,-0.021,338400,0.03959
0.01,0.42559,0.385,-0.025,338700,0.04059
0.01,0.45416,0.415,-0.026,339000,0.03916
0.01,0.46968,0.43,-0.003,339300,0.03968
0.02,0.44606,0.405,-0.04,339600,0.04106
0.015,0.44052,0.4,-0.0,339900,0.04052
0.015,0.43547,0.395,-0.03,340200,0.04047
0.025,0.44645,0.405,-0.041,340500,0.04145
0.02,0.46022,0.42,-0.009,340800,0.04022
0.015,0.48008,0.44,-0.027,341100,0.04008
0.01,0.43379,0.395,-0.014,341400,0.03879
0.02,0.42945,0.39,-0.054,341700,0.03945
0.01,0.42952,0.39,0.02,342000,0.03952
0.025,0.47439,0.435,-0.068,342300,0.03939
0.015,0.49547,0.455,-0.017,342600,0.04047
0.01,0.48057,0.44,-0.017,342900,0.04057
0.02,0.47059,0.43,-0.042,343200,0.04059
0.025,0.496,0.455,-0.06,343500,0.041
0.005,0.50602,0.465,-0.047,343800,0.04102
0.01,0.53078,0.49,-0.057,344100,0.04078
0.02,0.50371,0.46,-0.002,344400,0.04371
0.02,0.48739,0.445,-0.036,344700,0.04239
0.025,0.50689,0.465,-0.01,345000,0.04189
0.0,0.48685,0.445,-0.048,345300,0.04185
0.025,0.47726,0.435,-0.012,345600,0.04226
0.01,0.47673,0.435,-0.005,345900,0.04173
0.025,0.49718,0.455,-0.054,346200,0.04218
0.025,0.53093,0.49,-0.072,346500,0.04093
0.02,0.51629,0.475,-0.046,346800,0.04129
0.03,0.47557,0.435,0.018,347100,0.04057
0.04,0.50689,0.465,0.052,347400,0.04189
0.02,0.50039,0.46,0.015,347700,0.04039
0.02,0.44099,0.4,-0.059,348000,0.04099
0.04,0.48012,0.44,-0.075,348300,0.04012
0.035,0.48981,0.45,-0.057,348600,0.03981
0.025,0.50513,0.465,-0.003,348900,0.04013
0.035,0.46533,0.425,0.004,349200,0.04033
0.025,0.47104,0.43,-0.036,349500,0.04104
0.025,0.47526,0.435,-0.067,349800,0.04026
0.035,0.48993,0.45,-0.039,350100,0.03993
0.025,0.44419,0.405,-0.076,350400,0.03919
0.035,0.47997,0.44,-0.063,350700,0.03997
0.04,0.45577,0.415,-0.073,351000,0.04077
0.02,0.45978,0.42,-0.026,351300,0.03978
0.03,0.48105,0.44,0.011,351600,0.04105
0.025,0.48873,0.45,-0.028,351900,0.03873
0.02,0.49985,0.46,-0.023,352200,0.03985
0.025,0.48513,0.445,-0.002,352500,0.04013
0.03,0.47072,0.43,-0.034,352800,0.04072
0.03,0.45573,0.415,-0.016,353100,0.04073
0.04,0.46648,0.425,-0.018,353400,0.04148
0.03,0.4448,0.405,-0.039,353700,0.0398
0.02,0.48189,0.44,-0.036,354000,0.04189
0.05,0.44103,0.4,0.039,354300,0.04103
0.04,0.4415,0.4,-0.011,354600,0.0415
0.04,0.46095,0.42,-0.006,354900,0.04095
0.03,0.43682,0.395,-0.027,355200,0.04182
0.05,0.44671,0.405,-0.012,355500,0.04171
0.03,0.45079,0.41,-0.042,355800,0.04079
0.02,0.45561,0.415,-0.079,356100,0.04061
0.01,0.44568,0.405,-0.026,356400,0.04068
0.035,0.44534,0.405,-0.108,356700,0.04034
0.035,0.42886,0.39,0.001,357000,0.03886
0.01,0.48143,0.44,0.0,357300,0.04143
0.015,0.45137,0.41,-0.034,357600,0.04137
0.025,0.46658,0.425,-0.002,357900,0.04158
0.02,0.47599,0.435,-0.041,358200,0.04099
0.01,0.45525,0.415,-0.062,358500,0.04025
0.015,0.45433,0.415,-0.063,358800,0.03933
0.01,0.44027,0.4,-0.023,359100,0.04027
0.01,0.42529,0.385,-0.012,359400,0.04029
0.015,0.45531,0.415,-0.049,359700,0.04031
0.015,0.46948,0.43,-0.013,360000,0.03948
0.01,0.44492,0.405,0.014,360300,0.03992
0.01,0.46512,0.425,-0.044,360600,0.04012
0.02,0.47711,0.44,-0.043,360900,0.03711
0.005,0.47764,0.44,-0.043,361200,0.03764
0.01,0.49433,0.455,-0.031,361500,0.03933
0.01,0.48872,0.45,-0.016,361800,0.03872
0.01,0.47285,0.435,-0.014,362100,0.03785
0.015,0.49113,0.45,-0.067,362400,0.04113
0.01,0.5043,0.465,-0.032,362700,0.0393
0.01,0.4784,0.44,-0.04,363000,0.0384
-0.005,0.50358,0.465,-0.03,363300,0.03858
0.02,0.51901,0.48,-0.008,363600,0.03901
-0.005,0.5128,0.475,-0.032,363900,0.0378
0.025,0.52026,0.48,0.014,364200,0.04026
0.025,0.49874,0.46,-0.033,364500,0.03874
0.015,0.50464,0.465,0.001,364800,0.03964
0.01,0.50485,0.465,-0.11,365100,0.03985
0.01,0.5009,0.46,-0.051,365400,0.0409
0.0,0.49023,0.45,-0.027,365700,0.04023
0.01,0.4854,0.445,-0.006,366000,0.0404
-0.005,0.49464,0.455,-0.064,366300,0.03964
0.01,0.45966,0.42,0.015,366600,0.03966
0.0,0.46474,0.425,-0.018,366900,0.03974
0.025,0.47072,0.43,-0.024,367200,0.04072
0.02,0.48562,0.445,-0.004,367500,0.04062
0.01,0.46923,0.43,-0.052,367800,0.03923
0.01,0.4747,0.435,-0.008,368100,0.0397
0.0,0.47918,0.44,-0.042,368400,0.03918
0.01,0.47873,0.44,-0.022,368700,0.03873
0.015,0.48015,0.44,-0.031,369000,0.04015
0.02,0.50046,0.46,-0.021,369300,0.04046
0.025,0.51105,0.47,-0.02,369600,0.04105
0.01,0.50003,0.46,-0.084,369900,0.04003
0.035,0.5094,0.47,-0.017,370200,0.0394
0.02,0.49023,0.45,0.043,370500,0.04023
0.01,0.48058,0.44,-0.054,370800,0.04058
0.015,0.46442,0.425,-0.018,371100,0.03942
0.02,0.47438,0.435,-0.022,371400,0.03938
0.01,0.49988,0.46,-0.007,371700,0.03988
0.025,0.5002,0.46,-0.043,372000,0.0402
0.03,0.49032,0.45,0.04,372300,0.04032
0.02,0.5155,0.475,-0.049,372600,0.0405
0.02,0.50029,0.46,-0.039,372900,0.04029
0.035,0.50457,0.465,-0.07,373200,0.03957
0.03,0.48788,0.45,-0.091,373500,0.03788
0.04,0.5041,0.465,-0.014,373800,0.0391
0.025,0.49842,0.46,-0.093,374100,0.03842
0.025,0.50485,0.465,0.013,374400,0.03985
0.045,0.47964,0.44,-0.03,374700,0.03964
0.035,0.49077,0.45,-0.067,375000,0.04077
0.02,0.49151,0.455,-0.064,375300,0.03651
0.03,0.4853,0.445,-0.018,375600,0.0403
0.03,0.49594,0.455,-0.039,375900,0.04094
0.03,0.47525,0.435,-0.01,376200,0.04025
0.04,0.48654,0.445,-0.031,376500,0.04154
0.055,0.48918,0.45,-0.036,376800,0.03918
0.05,0.48333,0.445,-0.015,377100,0.03833
0.045,0.52938,0.49,-0.075,377400,0.03938
0.025,0.49793,0.46,-0.035,377700,0.03793
0.035,0.46827,0.43,-0.037,378000,0.03827
0.025,0.48195,0.445,-0.018,378300,0.03695
0.03,0.4927,0.455,0.027,378600,0.0377
0.02,0.48651,0.45,-0.036,378900,0.03651
0.02,0.48624,0.45,-0.028,379200,0.03624
0.015,0.46178,0.425,-0.066,379500,0.03678
0.03,0.47442,0.435,-0.03,379800,0.03942
0.045,0.45292,0.415,-0.025,380100,0.03792
0.015,0.49311,0.455,-0.043,380400,0.03811
0.015,0.45466,0.415,-0.005,380700,0.03966
0.015,0.46362,0.425,-0.049,381000,0.03862
0.02,0.48928,0.45,-0.029,381300,0.03928
-0.005,0.48811,0.45,-0.013,381600,0.03811
0.01,0.50118,0.465,-0.037,381900,0.03618
0.015,0.45585,0.42,-0.037,382200,0.03585
0.005,0.51964,0.485,-0.053,382500,0.03464
0.02,0.48143,0.445,-0.011,382800,0.03643
0.01,0.50045,0.465,-0.06,383100,0.03545
0.015,0.48469,0.45,-0.068,383400,0.03469
0.005,0.49069,0.455,-0.02,383700,0.03569
0.025,0.48579,0.45,-0.034,384000,0.03579
0.015,0.48073,0.445,-0.042,384300,0.03573
0.01,0.48099,0.445,-0.028,384600,0.03599
0.02,0.50131,0.465,-0.026,384900,0.03631
0.015,0.52174,0.485,-0.04,385200,0.03674
0.0,0.4749,0.44,-0.015,385500,0.0349
0.01,0.51063,0.475,-0.026,385800,0.03563
0.015,0.52276,0.485,-0.069,386100,0.03776
0.035,0.51206,0.475,-0.049,386400,0.03706
0.015,0.49222,0.455,-0.011,386700,0.03722
0.01,0.50165,0.465,0.015,387000,0.03665
0.005,0.51124,0.475,-0.047,387300,0.03624
0.005,0.53755,0.5,-0.006,387600,0.03755
0.015,0.49782,0.46,-0.036,387900,0.03782
0.02,0.51311,0.475,-0.018,388200,0.03811
0.01,0.51374,0.475,-0.009,388500,0.03874
0.015,0.5087,0.47,-0.061,388800,0.0387
0.01,0.48393,0.445,-0.059,389100,0.03893
0.025,0.50832,0.47,-0.005,389400,0.03832
0.03,0.51917,0.48,-0.058,389700,0.03917
0.01,0.52293,0.485,-0.055,390000,0.03793
0.015,0.51668,0.48,-0.054,390300,0.03668
0.01,0.53352,0.495,-0.115,390600,0.03852
0.0,0.51903,0.48,-0.025,390900,0.03903
0.005,0.52135,0.485,-0.059,391200,0.03635
0.005,0.52221,0.485,-0.014,391500,0.03721
0.005,0.52268,0.485,-0.025,391800,0.03768
0.015,0.55893,0.52,-0.029,392100,0.03893
0.015,0.54414,0.505,-0.033,392400,0.03914
-0.005,0.48912,0.45,-0.032,392700,0.03912
0.005,0.49854,0.46,-0.024,393000,0.03854
0.01,0.50467,0.465,-0.017,393300,0.03967
0.025,0.49756,0.46,-0.063,393600,0.03756
0.015,0.47611,0.44,-0.054,393900,0.03611
0.0,0.46626,0.43,-0.024,394200,0.03626
0.0,0.46741,0.43,-0.036,394500,0.03741
0.005,0.51917,0.48,-0.009,394800,0.03917
0.015,0.48898,0.45,-0.02,395100,0.03898
0.01,0.48022,0.44,-0.057,395400,0.04022
0.015,0.47558,0.435,-0.007,395700,0.04058
-0.005,0.47513,0.435,-0.023,396000,0.04013
0.015,0.46421,0.425,-0.115,396300,0.03921
0.0,0.47019,0.43,0.031,396600,0.04019
-0.005,0.46011,0.42,-0.02,396900,0.04011
0.015,0.45899,0.42,-0.022,397200,0.03899
0.01,0.46285,0.425,-0.021,397500,0.03785
0.0,0.48316,0.445,-0.01,397800,0.03816
0.01,0.47761,0.44,-0.027,398100,0.03761
0.005,0.49901,0.46,-0.022,398400,0.03901
0.025,0.49362,0.455,-0.063,398700,0.03862
0.005,0.46698,0.43,-0.054,399000,0.03698
0.0,0.43715,0.4,-0.005,399300,0.03715
0.01,0.43301,0.395,-0.037,399600,0.03801
0.0,0.42154,0.385,0.018,399900,0.03654
0.005,0.42224,0.385,-0.032,400200,0.03724
0.01,0.42853,0.39,0.007,400500,0.03853
0.005,0.43838,0.4,-0.004,400800,0.03838
0.0,0.42785,0.39,-0.074,401100,0.03785
0.005,0.47288,0.435,-0.014,401400,0.03788
-0.005,0.49942,0.46,-0.097,401700,0.03942
0.0,0.49425,0.455,-0.013,402000,0.03925
-0.005,0.45831,0.42,-0.053,402300,0.03831
-0.005,0.4895,0.45,-0.028,402600,0.0395
0.005,0.48493,0.445,-0.023,402900,0.03993
0.0,0.4591,0.42,0.03,403200,0.0391
0.01,0.49412,0.455,-0.074,403500,0.03912
0.02,0.49432,0.455,-0.073,403800,0.03932
0.015,0.45388,0.415,-0.072,404100,0.03888
0.005,0.43878,0.4,0.012,404400,0.03878
0.005,0.49024,0.45,-0.051,404700,0.04024
0.0,0.4858,0.445,-0.022,405000,0.0408
0.005,0.45063,0.41,-0.033,405300,0.04063
0.01,0.45071,0.41,-0.041,405600,0.04071
0.015,0.45713,0.415,-0.079,405900,0.04213
0.015,0.43179,0.39,-0.07,406200,0.04179
0.0,0.41478,0.375,-0.012,406500,0.03978
0.01,0.42013,0.38,-0.014,406800,0.04013
0.03,0.425,0.385,-0.042,407100,0.04
0.005,0.42922,0.39,-0.066,407400,0.03922
0.01,0.44456,0.405,-0.058,407700,0.03956
0.01,0.46484,0.425,-0.053,408000,0.03984
0.01,0.47998,0.44,-0.059,408300,0.03998
0.005,0.48017,0.44,-0.053,408600,0.04017
0.0,0.44538,0.405,-0.078,408900,0.04038
0.02,0.47533,0.435,-0.021,409200,0.04033
0.005,0.46419,0.425,-0.04,409500,0.03919
0.01,0.46129,0.42,-0.041,409800,0.04129
0.015,0.46456,0.425,-0.112,410100,0.03956
0.005,0.49449,0.455,-0.025,410400,0.03949
0.01,0.48365,0.445,-0.08,410700,0.03865
0.015,0.51378,0.475,-0.012,411000,0.03878
0.015,0.48892,0.45,-0.065,411300,0.03892
0.015,0.49928,0.46,-0.001,411600,0.03928
0.02,0.46853,0.43,-0.009,411900,0.03853
0.015,0.45763,0.42,-0.053,412200,0.03763
0.005,0.48815,0.45,-0.103,412500,0.03815
0.005,0.46363,0.425,-0.045,412800,0.03863
0.015,0.48836,0.45,-0.063,413100,0.03836
0.015,0.48348,0.445,-0.058,413400,0.03848
0.015,0.50381,0.465,-0.052,413700,0.03881
0.025,0.48702,0.45,-0.05,414000,0.03702
0.02,0.49558,0.46,-0.019,414300,0.03558
0.015,0.48834,0.45,-0.042,414600,0.03834
0.015,0.46729,0.43,-0.091,414900,0.03729
0.025,0.46866,0.43,-0.012,415200,0.03866
0.035,0.47743,0.44,-0.057,415500,0.03743
0.02,0.46779,0.43,-0.004,415800,0.03779
0.035,0.48658,0.45,-0.042,416100,0.03658
0.02,0.49339,0.455,-0.007,416400,0.03839
0.01,0.46737,0.43,-0.017,416700,0.03737
0.015,0.45332,0.415,-0.014,417000,0.03832
0.03,0.46166,0.425,-0.06,417300,0.03666
0.03,0.46256,0.425,-0.029,417600,0.03756
0.025,0.47803,0.44,-0.081,417900,0.03803
0.025,0.48471,0.45,-0.025,418200,0.03471
0.02,0.50611,0.47,0.055,418500,0.03611
0.02,0.49192,0.455,-0.108,418800,0.03692
0.005,0.50233,0.465,-0.016,419100,0.03733
0.01,0.49337,0.455,-0.027,419400,0.03837
0.015,0.49288,0.455,0.003,419700,0.03788
0.015,0.48353,0.445,-0.022,420000,0.03853
0.025,0.49779,0.46,-0.109,420300,0.03779
0.015,0.48625,0.45,-0.022,420600,0.03625
0.015,0.4808,0.445,-0.031,420900,0.0358
0.025,0.48953,0.455,-0.041,421200,0.03453
0.04,0.51968,0.485,-0.057,421500,0.03468
0.035,0.50457,0.47,-0.041,421800,0.03457
0.025,0.5036,0.47,-0.003,422100,0.0336
0.025,0.47277,0.44,0.012,422400,0.03277
0.03,0.49211,0.46,-0.037,422700,0.03211
0.015,0.48445,0.45,0.047,423000,0.03445
0.015,0.49704,0.46,0.005,423300,0.03704
0.02,0.47123,0.435,-0.021,423600,0.03623
0.035,0.45803,0.425,-0.091,423900,0.03303
0.005,0.46199,0.43,0.007,424200,0.03199
0.02,0.46911,0.435,-0.045,424500,0.03411
0.01,0.49527,0.46,-0.067,424800,0.03527
0.015,0.48547,0.45,0.01,425100,0.03547
0.01,0.51192,0.475,-0.061,425400,0.03692
0.01,0.46854,0.435,-0.044,425700,0.03354
0.015,0.46954,0.435,-0.057,426000,0.03454
0.015,0.49592,0.46,-0.032,426300,0.03592
0.015,0.4626,0.425,0.012,426600,0.0376
0.02,0.47824,0.44,-0.034,426900,0.03824
0.02,0.49502,0.455,-0.045,427200,0.04002
0.025,0.4591,0.42,0.009,427500,0.0391
0.0,0.50401,0.465,-0.074,427800,0.03901
0.01,0.45768,0.42,-0.044,428100,0.03768
0.01,0.48773,0.45,-0.063,428400,0.03773
0.02,0.51656,0.48,-0.003,428700,0.03656
0.015,0.49092,0.455,-0.053,429000,0.03592
0.015,0.46492,0.43,-0.019,429300,0.03492
0.01,0.48441,0.45,-0.031,429600,0.03441
0.025,0.52601,0.49,-0.064,429900,0.03601
0.02,0.52027,0.485,0.02,430200,0.03527
0.015,0.51023,0.475,-0.005,430500,0.03523
0.015,0.49884,0.465,-0.031,430800,0.03384
0.015,0.53256,0.495,0.03,431100,0.03756
0.01,0.50196,0.465,-0.051,431400,0.03696
0.015,0.52119,0.485,0.013,431700,0.03619
0.02,0.48586,0.45,-0.028,432000,0.03586
0.015,0.48357,0.445,-0.005,432300,0.03857
0.01,0.48434,0.445,-0.014,432600,0.03934
0.01,0.46307,0.425,-0.009,432900,0.03807
0.005,0.48339,0.445,-0.023,433200,0.03839
0.025,0.46769,0.43,-0.029,433500,0.03769
0.01,0.45702,0.42,0.004,433800,0.03702
0.005,0.47777,0.44,-0.044,434100,0.03777
0.015,0.46124,0.425,-0.081,434400,0.03624
0.005,0.47128,0.435,-0.043,434700,0.03628
0.02,0.44271,0.405,-0.03,435000,0.03771
0.03,0.44653,0.41,-0.03,435300,0.03653
0.005,0.44787,0.41,-0.068,435600,0.03787
0.01,0.43217,0.395,-0.036,435900,0.03717
0.01,0.46309,0.425,-0.031,436200,0.03809
0.01,0.4627,0.425,-0.008,436500,0.0377
0.02,0.45238,0.415,-0.006,436800,0.03738
0.02,0.4636,0.425,-0.026,437100,0.0386
0.035,0.4627,0.425,0.008,437400,0.0377
0.03,0.46278,0.425,-0.058,437700,0.03778
0.015,0.43699,0.4,-0.004,438000,0.03699
-0.005,0.44124,0.405,-0.03,438300,0.03624
0.01,0.42708,0.39,0.001,438600,0.03708
0.02,0.42675,0.39,-0.053,438900,0.03675
0.025,0.45194,0.415,-0.027,439200,0.03694
0.015,0.4377,0.4,-0.052,439500,0.0377
0.01,0.44324,0.405,-0.036,439800,0.03824
0.0,0.453,0.415,-0.033,440100,0.038
0.01,0.42554,0.39,-0.012,440400,0.03554
0.01,0.43098,0.395,-0.035,440700,0.03598
0.015,0.42056,0.385,-0.052,441000,0.03556
0.03,0.43952,0.405,-0.051,441300,0.03452
0.035,0.44047,0.405,-0.031,441600,0.03547
0.015,0.45334,0.42,-0.047,441900,0.03334
0.0,0.40851,0.375,-0.023,442200,0.03351
0.015,0.45528,0.42,-0.009,442500,0.03528
0.02,0.43481,0.4,-0.052,442800,0.03481
0.005,0.40736,0.375,-0.039,443100,0.03236
0.02,0.41295,0.38,-0.053,443400,0.03295
0.015,0.4149,0.38,0.03,443700,0.0349
0.015,0.42997,0.395,-0.047,444000,0.03497
0.0,0.37862,0.345,-0.032,444300,0.03362
0.005,0.40366,0.37,-0.033,444600,0.03366
0.0,0.4085,0.375,0.003,444900,0.0335
0.01,0.37672,0.345,0.005,445200,0.03172
0.01,0.38905,0.355,-0.021,445500,0.03405
0.01,0.37374,0.34,-0.026,445800,0.03374
0.0,0.40952,0.375,-0.068,446100,0.03452
0.01,0.42795,0.395,-0.057,446400,0.03295
0.0,0.41905,0.385,-0.015,446700,0.03405
0.0,0.42906,0.395,-0.058,447000,0.03406
0.02,0.42225,0.39,-0.031,447300,0.03225
0.04,0.38897,0.355,-0.011,447600,0.03397
0.01,0.42265,0.39,-0.006,447900,0.03265
0.025,0.42164,0.39,-0.041,448200,0.03164
0.02,0.39275,0.36,-0.009,448500,0.03275
0.03,0.41824,0.385,-0.012,448800,0.03324
0.025,0.37999,0.345,0.033,449100,0.03499
0.025,0.38638,0.35,-0.057,449400,0.03638
0.03,0.41088,0.375,-0.016,449700,0.03588
0.015,0.40522,0.37,-0.082,450000,0.03522
0.025,0.39034,0.355,-0.059,450300,0.03534
0.025,0.41137,0.375,-0.017,450600,0.03637
0.025,0.37974,0.345,-0.056,450900,0.03474
0.025,0.39363,0.36,-0.108,451200,0.03363
0.04,0.36281,0.33,-0.075,451500,0.03281
0.025,0.38327,0.35,-0.011,451800,0.03327
0.02,0.38459,0.35,-0.006,452100,0.03459
0.035,0.39561,0.36,-0.046,452400,0.03561
0.03,0.39055,0.355,-0.025,452700,0.03555
0.05,0.39657,0.36,-0.026,453000,0.03657
0.045,0.41638,0.38,-0.036,453300,0.03638
0.045,0.43242,0.395,-0.048,453600,0.03742
0.03,0.41198,0.375,-0.035,453900,0.03698
0.03,0.40618,0.37,-0.049,454200,0.03618
0.035,0.4049,0.37,-0.049,454500,0.0349
0.02,0.40951,0.375,-0.073,454800,0.03451
0.035,0.4206,0.385,-0.036,455100,0.0356
0.02,0.38955,0.355,-0.021,455400,0.03455
0.04,0.39005,0.355,-0.053,455700,0.03505
0.03,0.37954,0.345,0.025,456000,0.03454
0.02,0.37141,0.335,-0.027,456300,0.03641
0.03,0.391,0.355,-0.029,456600,0.036
0.035,0.37472,0.34,-0.098,456900,0.03472
0.04,0.39591,0.36,-0.017,457200,0.03591
0.045,0.38532,0.35,-0.022,457500,0.03532
0.045,0.39591,0.36,-0.028,457800,0.03591
0.04,0.38506,0.35,-0.036,458100,0.03506
0.04,0.41027,0.375,-0.044,458400,0.03527
0.04,0.4269,0.39,-0.009,458700,0.0369
0.05,0.42265,0.385,-0.067,459000,0.03765
0.045,0.41025,0.375,-0.023,459300,0.03525
0.055,0.43433,0.4,-0.011,459600,0.03433
0.045,0.41481,0.38,-0.008,459900,0.03481
0.04,0.40355,0.37,-0.029,460200,0.03355
0.035,0.41863,0.385,0.027,460500,0.03363
0.035,0.40591,0.37,-0.056,460800,0.03591
0.04,0.36897,0.335,-0.052,461100,0.03397
0.05,0.3845,0.35,-0.032,461400,0.0345
0.045,0.39224,0.355,0.009,461700,0.03724
0.03,0.39303,0.355,-0.05,462000,0.03803
0.04,0.38721,0.35,-0.061,462300,0.03721
0.045,0.40146,0.365,-0.032,462600,0.03646
0.04,0.39136,0.355,-0.011,462900,0.03636
0.05,0.36991,0.335,-0.026,463200,0.03491
0.01,0.41384,0.38,-0.005,463500,0.03384
0.005,0.39175,0.36,-0.001,463800,0.03175
0.02,0.38873,0.355,0.003,464100,0.03373
0.02,0.39925,0.365,0.014,464400,0.03425
0.03,0.41442,0.38,-0.012,464700,0.03442
0.035,0.38989,0.355,-0.014,465000,0.03489
0.03,0.37336,0.34,-0.057,465300,0.03336
0.03,0.41681,0.38,-0.006,465600,0.03681
0.03,0.43756,0.4,0.001,465900,0.03756
0.02,0.43867,0.4,-0.062,466200,0.03867
0.03,0.40646,0.37,-0.01,466500,0.03646
0.025,0.41072,0.375,-0.036,466800,0.03572
0.035,0.41432,0.38,-0.083,467100,0.03432
0.03,0.41001,0.375,-0.038,467400,0.03501
0.025,0.4418,0.405,-0.028,467700,0.0368
0.02,0.42569,0.39,-0.025,468000,0.03569
0.035,0.43098,0.395,-0.072,468300,0.03598
0.03,0.40972,0.375,-0.015,468600,0.03472
0.03,0.39979,0.365,-0.066,468900,0.03479
0.02,0.41385,0.38,-0.07,469200,0.03385
0.02,0.43099,0.395,-0.018,469500,0.03599
0.015,0.39595,0.36,-0.036,469800,0.03595
0.02,0.37071,0.335,-0.04,470100,0.03571
0.015,0.37158,0.335,-0.019,470400,0.03658
0.03,0.41589,0.38,-0.047,470700,0.03589
0.035,0.38074,0.345,-0.032,471000,0.03574
0.03,0.3614,0.325,-0.017,471300,0.0364
0.04,0.37344,0.335,-0.048,471600,0.03844
0.03,0.40313,0.365,-0.045,471900,0.03813
0.02,0.40671,0.37,-0.02,472200,0.03671
0.015,0.3659,0.33,-0.005,472500,0.0359
0.02,0.40594,0.37,-0.085,472800,0.03594
0.01,0.43592,0.4,-0.012,473100,0.03592
0.015,0.45532,0.42,-0.012,473400,0.03532
0.015,0.44978,0.415,-0.014,473700,0.03478
0.01,0.44293,0.41,-0.052,474000,0.03293
0.015,0.40565,0.37,0.003,474300,0.03565
0.025,0.41578,0.38,0.014,474600,0.03578
0.01,0.40016,0.365,-0.085,474900,0.03516
0.0,0.4237,0.39,-0.039,475200,0.0337
0.02,0.43351,0.4,-0.047,475500,0.03351
0.01,0.42413,0.39,-0.016,475800,0.03413
0.02,0.41748,0.385,0.053,476100,0.03248
0.02,0.40823,0.375,-0.032,476400,0.03323
0.015,0.39215,0.36,-0.011,476700,0.03215
0.02,0.41367,0.38,-0.086,477000,0.03367
0.025,0.42927,0.395,0.038,477300,0.03427
0.015,0.43297,0.4,-0.06,477600,0.03297
0.025,0.42767,0.395,-0.036,477900,0.03267
0.02,0.41157,0.38,-0.017,478200,0.03157
0.01,0.41089,0.38,-0.019,478500,0.03089
0.03,0.41327,0.38,-0.019,478800,0.03327
0.035,0.40973,0.375,-0.034,479100,0.03473
0.03,0.40943,0.375,-0.004,479400,0.03443
0.03,0.40314,0.37,-0.019,479700,0.03314
0.04,0.40856,0.375,0.054,480000,0.03356
0.055,0.39445,0.36,-0.072,480300,0.03445
0.02,0.38962,0.355,-0.022,480600,0.03462
0.025,0.40028,0.365,-0.01,480900,0.03528
0.05,0.40437,0.37,-0.012,481200,0.03437
0.035,0.41418,0.38,-0.035,481500,0.03418
0.03,0.41779,0.385,-0.001,481800,0.03279
0.015,0.42385,0.39,-0.031,482100,0.03385
0.035,0.4404,0.405,-0.049,482400,0.0354
0.005,0.42941,0.395,-0.041,482700,0.03441
0.005,0.42531,0.39,-0.046,483000,0.03531
0.025,0.45348,0.415,0.022,483300,0.03848
0.0,0.45643,0.42,-0.039,483600,0.03643
0.015,0.43759,0.4,-0.043,483900,0.03759
0.02,0.44744,0.41,-0.059,484200,0.03744
0.025,0.43762,0.4,-0.083,484500,0.03762
0.025,0.47421,0.435,-0.07,484800,0.03921
