avg_diff,step_idx,avg_score,loss_train,avg_winning
0.016,210000,0.45035,0.0,0.405
0.026,211000,0.45182,0.0,0.407
0.019,212000,0.45543,0.0,0.41
0.023,213000,0.44938,0.0,0.405
0.031,214000,0.44614,0.0,0.401
0.02,215000,0.46989,0.0,0.425
0.017,216000,0.45792,0.0,0.412
0.022,217000,0.47872,0.0,0.434
0.027,218000,0.46584,0.0,0.421
0.02,219000,0.47835,0.0,0.433
0.032,220000,0.46175,0.0,0.417
0.02,221000,0.4733,0.0,0.428
0.018,222000,0.46913,0.0,0.425
0.03,223000,0.47785,0.0,0.432
0.015,224000,0.46875,0.0,0.424
0.029,225000,0.46016,0.0,0.416
0.018,226000,0.4573,0.0,0.412
0.03,227000,0.46582,0.0,0.42
0.034,228000,0.45189,0.0,0.406
0.029,229000,0.46495,0.0,0.419
0.029,230000,0.45263,0.0,0.408
0.027,231000,0.46332,0.0,0.419
0.017,232000,0.46661,0.0,0.421
0.032,233000,0.47032,0.0,0.424
0.022,234000,0.46276,0.0,0.417
0.02,235000,0.47912,0.0,0.434
0.026,236000,0.45318,0.0,0.408
0.02,237000,0.47022,0.0,0.425
0.028,238000,0.47162,0.0,0.426
0.015,239000,0.47726,0.0,0.432
0.019,240000,0.47742,0.0,0.432
0.014,241000,0.46586,0.0,0.42
0.027,242000,0.48704,0.0,0.441
0.022,243000,0.45952,0.0,0.414
0.02,244000,0.46252,0.0,0.417
0.019,245000,0.47958,0.0,0.434
0.016,246000,0.46075,0.0,0.415
0.011,247000,0.46321,0.0,0.417
0.016,248000,0.46174,0.0,0.416
0.02,249000,0.46284,0.0,0.417
0.015,250000,0.47114,0.0,0.425
0.014,251000,0.48509,0.0,0.438
0.018,252000,0.4755,0.0,0.429
0.016,253000,0.46923,0.0,0.424
0.021,254000,0.47741,0.0,0.431
0.017,255000,0.48409,0.0,0.439
0.019,256000,0.48036,0.0,0.434
0.018,257000,0.46388,0.0,0.419
0.023,258000,0.49414,0.0,0.449
0.018,259000,0.47861,0.0,0.433
0.02,260000,0.47865,0.0,0.433
0.024,261000,0.47709,0.0,0.433
0.026,262000,0.46744,0.0,0.422
0.012,263000,0.48933,0.0,0.443
0.014,264000,0.47155,0.0,0.426
0.019,265000,0.49306,0.0,0.447
0.021,266000,0.49272,0.0,0.447
0.022,267000,0.48877,0.0,0.443
0.02,268000,0.47916,0.0,0.434
0.024,269000,0.48101,0.0,0.436
0.019,270000,0.48336,0.0,0.438
0.02,271000,0.4961,0.0,0.451
0.017,272000,0.47196,0.0,0.426
0.016,273000,0.46585,0.0,0.421
0.019,274000,0.45793,0.0,0.413
0.018,275000,0.49185,0.0,0.447
0.018,276000,0.46709,0.0,0.421
0.019,277000,0.47403,0.0,0.428
0.013,278000,0.47072,0.0,0.425
0.021,279000,0.47581,0.0,0.43
0.025,280000,0.47996,0.0,0.434
0.028,281000,0.45474,0.0,0.409
0.014,282000,0.47659,0.0,0.432
0.014,283000,0.4651,0.0,0.419
0.009,284000,0.47003,0.0,0.424
0.019,285000,0.459,0.0,0.415
0.017,286000,0.46514,0.0,0.42
0.015,287000,0.45406,0.0,0.41
0.024,288000,0.46165,0.0,0.417
0.025,289000,0.46811,0.0,0.423
0.014,290000,0.48887,0.0,0.442
0.019,291000,0.47082,0.0,0.426
0.023,292000,0.47541,0.0,0.431
0.014,293000,0.48048,0.0,0.434
0.023,294000,0.47528,0.0,0.43
0.016,295000,0.46301,0.0,0.419
0.016,296000,0.46417,0.0,0.42
0.016,297000,0.47272,0.0,0.426
0.017,298000,0.47026,0.0,0.424
0.011,299000,0.46483,0.0,0.419
0.022,300000,0.45593,0.0,0.411
0.007,301000,0.45411,0.0,0.41
0.016,302000,0.45513,0.0,0.411
0.021,303000,0.44035,0.0,0.397
0.015,304000,0.46187,0.0,0.417
0.017,305000,0.48566,0.0,0.44
0.015,306000,0.47753,0.0,0.433
0.022,307000,0.45725,0.0,0.413
0.021,308000,0.47445,0.0,0.429
0.02,309000,0.46571,0.0,0.421
0.013,310000,0.47814,0.0,0.433
0.016,311000,0.48959,0.0,0.444
0.012,312000,0.48815,0.0,0.442
0.023,313000,0.49295,0.0,0.448
0.023,314000,0.48946,0.0,0.444
0.009,315000,0.47539,0.0,0.43
0.02,316000,0.47661,0.0,0.432
0.019,317000,0.48035,0.0,0.435
0.019,318000,0.47887,0.0,0.434
0.019,319000,0.48357,0.0,0.438
0.012,320000,0.49674,0.0,0.451
0.019,321000,0.48196,0.0,0.437
0.013,322000,0.4959,0.0,0.45
0.022,323000,0.47241,0.0,0.427
0.022,324000,0.48205,0.0,0.438
0.022,325000,0.46118,0.0,0.417
0.019,326000,0.48664,0.0,0.442
0.012,327000,0.49359,0.0,0.448
0.015,328000,0.47837,0.0,0.433
0.012,329000,0.48463,0.0,0.439
0.008,330000,0.48125,0.0,0.436
0.019,331000,0.48521,0.0,0.44
0.014,332000,0.48655,0.0,0.441
0.02,333000,0.48613,0.0,0.44
0.017,334000,0.49525,0.0,0.449
0.014,335000,0.48279,0.0,0.437
0.017,336000,0.50033,0.0,0.454
0.022,337000,0.48811,0.0,0.442
0.02,338000,0.4957,0.0,0.449
0.023,339000,0.50514,0.0,0.459
0.019,340000,0.4998,0.0,0.454
0.018,341000,0.47845,0.0,0.433
0.025,342000,0.47882,0.0,0.433
0.024,343000,0.48156,0.0,0.436
0.021,344000,0.49429,0.0,0.448
0.032,345000,0.46861,0.0,0.425
0.027,346000,0.46655,0.0,0.423
0.021,347000,0.48345,0.0,0.44
0.02,348000,0.48306,0.0,0.438
0.014,349000,0.51153,0.0,0.471
0.016,350000,0.49005,0.0,0.444
0.024,351000,0.49887,0.0,0.453
0.014,352000,0.51145,0.0,0.465
0.02,353000,0.49433,0.0,0.449
0.021,354000,0.47686,0.0,0.431
0.016,355000,0.47267,0.0,0.427
0.02,356000,0.46886,0.0,0.424
0.018,357000,0.47579,0.0,0.431
0.017,358000,0.48604,0.0,0.441
0.02,359000,0.49344,0.0,0.447
0.03,360000,0.47081,0.0,0.427
0.02,361000,0.4801,0.0,0.436
0.019,362000,0.46957,0.0,0.426
0.024,363000,0.50365,0.0,0.457
0.019,364000,0.51884,0.0,0.473
0.019,365000,0.49471,0.0,0.449
0.016,366000,0.49071,0.0,0.445
0.02,367000,0.49993,0.0,0.453
0.018,368000,0.45757,0.0,0.415
0.021,369000,0.49669,0.0,0.45
0.009,370000,0.47381,0.0,0.428
0.015,371000,0.4743,0.0,0.428
0.02,372000,0.47525,0.0,0.43
0.031,373000,0.45886,0.0,0.414
0.028,374000,0.46749,0.0,0.423
0.018,375000,0.48529,0.0,0.44
0.031,376000,0.45759,0.0,0.415
0.02,377000,0.49452,0.0,0.449
0.026,378000,0.47689,0.0,0.433
0.022,379000,0.45599,0.0,0.414
0.028,380000,0.49192,0.0,0.446
0.025,381000,0.50237,0.0,0.456
0.023,382000,0.48862,0.0,0.444
0.022,383000,0.4946,0.0,0.449
0.021,384000,0.49209,0.0,0.446
0.026,385000,0.46942,0.0,0.424
0.031,386000,0.48187,0.0,0.437
0.022,387000,0.47707,0.0,0.432
0.021,388000,0.46866,0.0,0.423
0.027,389000,0.46244,0.0,0.418
0.019,390000,0.46128,0.0,0.417
0.032,391000,0.45956,0.0,0.416
0.02,392000,0.46026,0.0,0.416
0.025,393000,0.44234,0.0,0.401
0.024,394000,0.47155,0.0,0.426
0.013,395000,0.48184,0.0,0.436
0.021,396000,0.45642,0.0,0.412
0.02,397000,0.47508,0.0,0.43
0.02,398000,0.48881,0.0,0.443
0.015,399000,0.48002,0.0,0.435
0.011,400000,0.4861,0.0,0.44
0.009,401000,0.47787,0.0,0.432
0.021,402000,0.47841,0.0,0.433
0.015,403000,0.46858,0.0,0.425
0.011,404000,0.49819,0.0,0.452
0.012,405000,0.48005,0.0,0.435
0.029,406000,0.44715,0.0,0.405
0.022,407000,0.48954,0.0,0.444
0.024,408000,0.4763,0.0,0.43
0.019,409000,0.49011,0.0,0.445
0.03,410000,0.47411,0.0,0.43
0.016,411000,0.47614,0.0,0.431
0.022,412000,0.47924,0.0,0.434
0.02,413000,0.48423,0.0,0.439
0.006,414000,0.48954,0.0,0.444
0.011,415000,0.48958,0.0,0.444
0.017,416000,0.49123,0.0,0.446
0.013,417000,0.49214,0.0,0.446
0.017,418000,0.50001,0.0,0.454
0.014,419000,0.47549,0.0,0.431
0.023,420000,0.4758,0.0,0.431
0.021,421000,0.48676,0.0,0.441
0.025,422000,0.50872,0.0,0.464
0.016,423000,0.50188,0.0,0.459
0.021,424000,0.49453,0.0,0.452
0.014,425000,0.50995,0.0,0.473
0.013,426000,0.50676,0.0,0.462
0.018,427000,0.49918,0.0,0.455
0.015,428000,0.48827,0.0,0.446
0.021,429000,0.51697,0.0,0.477
0.025,430000,0.50059,0.0,0.458
0.02,431000,0.49376,0.0,0.45
0.02,432000,0.49604,0.0,0.451
0.02,433000,0.46625,0.0,0.422
0.024,434000,0.4748,0.0,0.431
0.02,435000,0.4867,0.0,0.441
0.022,436000,0.50276,0.0,0.458
0.024,437000,0.49754,0.0,0.455
0.015,438000,0.4734,0.0,0.429
0.018,439000,0.4994,0.0,0.454
0.022,440000,0.50123,0.0,0.458
0.023,441000,0.48943,0.0,0.444
0.021,442000,0.49146,0.0,0.446
0.016,443000,0.47853,0.0,0.434
0.019,444000,0.47812,0.0,0.433
0.019,445000,0.49655,0.0,0.451
0.023,446000,0.47877,0.0,0.434
0.023,447000,0.47361,0.0,0.429
0.02,448000,0.48563,0.0,0.441
0.019,449000,0.48159,0.0,0.437
0.022,450000,0.48989,0.0,0.445
0.018,451000,0.49405,0.0,0.449
0.022,452000,0.49248,0.0,0.448
0.026,453000,0.47346,0.0,0.429
0.017,454000,0.49193,0.0,0.449
0.018,455000,0.46776,0.0,0.424
0.015,456000,0.51586,0.0,0.473
0.026,457000,0.48705,0.0,0.446
0.021,458000,0.49511,0.0,0.45
0.022,459000,0.49737,0.0,0.453
0.029,460000,0.46681,0.0,0.423
0.02,461000,0.49446,0.0,0.45
0.022,462000,0.48249,0.0,0.438
0.015,463000,0.491,0.0,0.446
0.018,464000,0.4843,0.0,0.44
0.021,465000,0.4814,0.0,0.437
0.022,466000,0.47299,0.0,0.429
0.021,467000,0.50112,0.0,0.457
0.019,468000,0.48735,0.0,0.444
0.021,469000,0.46608,0.0,0.422
0.021,470000,0.50247,0.0,0.458
0.028,471000,0.44806,0.0,0.407
0.026,472000,0.48135,0.0,0.437
0.028,473000,0.48209,0.0,0.439
0.026,474000,0.44785,0.0,0.406
0.029,475000,0.48325,0.0,0.439
0.026,476000,0.48855,0.0,0.444
0.02,477000,0.49405,0.0,0.449
0.022,478000,0.47674,0.0,0.433
0.023,479000,0.4765,0.0,0.433
0.025,480000,0.4899,0.0,0.445
0.018,481000,0.48083,0.0,0.438
0.036,482000,0.50469,0.0,0.46
0.02,483000,0.48204,0.0,0.438
0.02,484000,0.49956,0.0,0.455
0.014,485000,0.48452,0.0,0.44
0.023,486000,0.49232,0.0,0.448
0.025,487000,0.48288,0.0,0.44
0.02,488000,0.47359,0.0,0.43
0.02,489000,0.48011,0.0,0.436
0.008,490000,0.48879,0.0,0.443
0.029,491000,0.50228,0.0,0.457
0.018,492000,0.49693,0.0,0.452
0.023,493000,0.51573,0.0,0.474
0.025,494000,0.50988,0.0,0.467
0.029,495000,0.51319,0.0,0.469
0.017,496000,0.47735,0.0,0.434
0.028,497000,0.49347,0.0,0.453
0.027,498000,0.48841,0.0,0.446
0.017,499000,0.47021,0.0,0.427
